id,meldungsNummern,bezirk,betreff,erstellungsDatum,status,sachverhalt
4290866,['15hiip'],Tempelhof-Schöneberg,Abfall - Sonstiges,12.02.2023 - 22:38:24,Erledigt,Einkaufswagen 
4292190,['xw5loh'],Neukölln,Elektroschrott abgelagert,12.02.2023 - 23:42:20,Erledigt,Fernseher
4293631,['wd7u2p'],Neukölln,Sperrmüll abgelagert,13.02.2023 - 05:58:11,Erledigt,Matratze
4293654,['q9grnl'],Neukölln,Sperrmüll abgelagert,13.02.2023 - 06:16:57,Erledigt,Sperrmüll behindert den Gehweg/Übergang 
4290361,['b033lt'],Friedrichshain-Kreuzberg,"Abfall - Bauabfälle, Bauschutt",13.02.2023 - 06:39:12,Erledigt,Bauschutt
4293655,['syut4x'],Neukölln,Sperrmüll abgelagert,13.02.2023 - 06:51:41,Erledigt,1 Teppich 1 Koffer 
4289446,['i5an7l'],Friedrichshain-Kreuzberg,Abfall - Sperrmüll,13.02.2023 - 07:06:19,Erledigt,2 Holzlatten
4293665,['kx6l1d'],Neukölln,Müllablagerung,13.02.2023 - 07:20:20,Erledigt,Siehe Fotos 
4294839,['qvxurl'],Tempelhof-Schöneberg,Abfall - Sperrmüll,13.02.2023 - 07:25:43,Erledigt,"0,5 Kubikmeter "
4293673,['j4981t'],Neukölln,Sperrmüll abgelagert,13.02.2023 - 07:29:21,Erledigt,Holzbretter und Stroh
4294846,['8koni9'],Tempelhof-Schöneberg,Verkehr; ruhender Verkehr,13.02.2023 - 07:38:51,Erledigt,"Trotz eingeschränkten Halteverbotes von 06:00  - 18:00 Uhr wird hier um 07:00 Uhr noch immer geparkt. Es sind keine Personen im Auto. Das kommt täglich von Mo - Fr, teilweise auch tagsüber, vor und es kommt dadurch immer wieder zu gefährlichen Begegnungen von Kfz, Fahrrädern und Rollern."
4293384,['jy8075'],Treptow-Köpenick,Abfall - Sperrmüll,13.02.2023 - 07:55:17,Erledigt,Sperrmüll 
4291108,['v1rri9'],Tempelhof-Schöneberg,Abfall - Müllablagerung,13.02.2023 - 07:57:52,Erledigt,Kein Kommentar nötig😖
4294853,['dcd69t'],Tempelhof-Schöneberg,Abfall - Sperrmüll,13.02.2023 - 07:59:54,Erledigt,Stuhl
4289998,['k03fgh'],Friedrichshain-Kreuzberg,Abfall - Elektroschrott,13.02.2023 - 08:00:02,Erledigt,Waschmaschine 
4294854,"['ec0c1t', 'l41szl', 'pzja4h']",Tempelhof-Schöneberg,"Abfall - Bauabfälle, Bauschutt",13.02.2023 - 08:00:45,In Bearbeitung,"Matratzen, Bauschutt, Spanplatten
"
4294862,['yfibcx'],Tempelhof-Schöneberg,Abfall - Elektroschrott,13.02.2023 - 08:01:57,Erledigt,Stehlampe
4294872,['augttt'],Tempelhof-Schöneberg,Parkraumbewirtschaftung - Sonstiges,13.02.2023 - 08:14:18,Erledigt,Kfz steht zur Hälfte in der Einfahrt/ Ausfahrt zum Parkplatz geparkt 
4293911,['hi730h'],Friedrichshain-Kreuzberg,Straßenaufsicht - Straßen- und Gehwegschäden,13.02.2023 - 08:16:19,Erledigt,"
Gehwegschaden. 

Stolpergefahr...

Danke  :)

"
4289985,['e1c5q9'],Friedrichshain-Kreuzberg,Abfall - Sperrmüll,13.02.2023 - 08:24:39,Erledigt,Sofa 
4294873,['1tu0w1'],Tempelhof-Schöneberg,Abfall - Elektroschrott,13.02.2023 - 08:26:29,Erledigt,Einkaufswagen
4293699,"['28i6f5', '2nst1d']",Neukölln,Sperrmüll abgelagert,13.02.2023 - 08:31:12,Erledigt,Büromöbel
4293706,['fz9bep'],Neukölln,Müllablagerung,13.02.2023 - 08:32:20,Erledigt,Müll 
4293710,"['lj1729', 'mdwzk1']",Neukölln,Sperrmüll abgelagert,13.02.2023 - 08:33:39,Erledigt,Sperrmüll hinter Schaltkastem 
4293326,['kz20ap'],Friedrichshain-Kreuzberg,Abfall - Elektroschrott,13.02.2023 - 08:36:58,Erledigt,"Gefrierkombination vor Nr 59-60 
+ 2 Aufsteller für Parkverbotsschilder
+ diverser Müll "
4293729,['8f2dq9'],Neukölln,Sperrmüll abgelagert,13.02.2023 - 08:56:09,Erledigt,Kleiner Badschrank und 6 Schrankbretter 
4294888,['9915vl'],Tempelhof-Schöneberg,Parken bei abgesenkten Bordstein ,13.02.2023 - 08:57:11,Erledigt,Das abgelichtete Fahrzeug parkt über einen längeren Zeitraum bei abgesenkten Bordstein und erschwert das Rausfahren aus der Garagenausfahrt 
4294889,['t87xfl'],Tempelhof-Schöneberg,"Grünanlage/Park - KFZ, Auto",13.02.2023 - 08:58:27,Erledigt,Parken auf Grünstreifen und Radweg 
4289972,['c0x3pd'],Friedrichshain-Kreuzberg,Abfall - Sperrmüll,13.02.2023 - 09:00:35,Erledigt,Müll aus dem Haus Nr. 5
4293927,['bby48x'],Friedrichshain-Kreuzberg,Straßenaufsicht - Straßen- und Gehwegschäden,13.02.2023 - 09:11:06,Erledigt,"
Ca 2qm Pflaster sind loose / kaputt

"
4293771,['1ccqgx'],Friedrichshain-Kreuzberg,Abfall - Schrottfahrräder,13.02.2023 - 09:11:54,Erledigt,"
Platt Sattel weg rostig 

"
4290376,"['606wap', 'ijnk75']",Friedrichshain-Kreuzberg,"Abfall - Bauabfälle, Bauschutt",13.02.2023 - 09:15:15,Erledigt,Verschiedene Baumaterialien  die ganze Zeughofstr. lang
4290412,['ijnk75'],Friedrichshain-Kreuzberg,Abfall - Sonstiges,13.02.2023 - 09:15:15,Erledigt, Müll so wie alte Möbel die ganze Zeughofstr. lang
4293756,['vv42kh'],Neukölln,Müllablagerung,13.02.2023 - 09:15:42,Erledigt,Mülltüten mit unbekanntem Inhalt 
4289973,['ni2xsw'],Friedrichshain-Kreuzberg,Lärm - Haus- und Nachbarschaftslärm indoor,13.02.2023 - 09:18:34,Erledigt,"
Ruhestörung durch Mieter

Sehr geehrte Damen und Herren, 

am 27.11.22 hatte ich Sie das letzte Mal angeschrieben, leider habe ich ihrerseits keine Reaktion erhalten! 

Es hat sich nix an der Situation geändert, die Frau R. spielt munter weiter Klavier, grade jetzt wieder und meistens Sonn und.Feiertags!

Gehen Sie der Sache nach, damit sich endlich nach fast 2 Jahren an der Situation was ändern!


Mit freundlichen Grüßen 
N. R. 
Stralauer Allee
Berlin 
"
4293770,"['q8nz0h', 'qbc6wx']",Neukölln,Müllablagerung,13.02.2023 - 09:20:18,Erledigt,"Erst war es Silvestermüll, nun entsteht dort ein Abladeplatz für jeglichen Hausmüll, Pape und anderes"
4293772,"['9gjk75', 'dtugox', 'eswjy9']",Neukölln,Sperrmüll abgelagert,13.02.2023 - 09:21:23,In Bearbeitung,Matratzen und Lattenrost
4290530,['w53ny9'],Friedrichshain-Kreuzberg,Abfall - Sperrmüll,13.02.2023 - 09:26:31,Erledigt,Sperrmüll auf Strasse und Gehweg
4293775,['phderl'],Neukölln,Sperrmüll abgelagert,13.02.2023 - 09:29:02,Erledigt,"Einkaufswagen, Matratze (bereits mehrfach und über Monate angezeigt)"
4293780,['jxlj41'],Neukölln,Sperrmüll abgelagert,13.02.2023 - 09:29:37,Erledigt,Schrank 
4293783,['odf18h'],Neukölln,Sperrmüll abgelagert,13.02.2023 - 09:30:13,In Bearbeitung,Müll 
4294998,['oh5vr5'],Tempelhof-Schöneberg,Geschwindigkeits-Überschreitung,13.02.2023 - 09:33:53,Erledigt,"Seit dem im hinteren Teil des Bornhagenwegs das durchgehende Parkverbot auf einer Seite eingeführt wurde, wird das Teilstück regelmäßig von Pkws mit mehr als 50 km/h befahren, quasi als Rennstrecke benutzt, obwohl es eine 30iger Zone ist . Vorschlag: Entweder wieder wechselseitige Parken erlauben oder Speedbumps installieren.
Danke und Gruß "
4293788,['idetc1'],Friedrichshain-Kreuzberg,Abfall - Schrottfahrräder,13.02.2023 - 09:37:28,Erledigt,Schrottfahrräder
4293813,['f1joqp'],Friedrichshain-Kreuzberg,Abfall - Schrottfahrräder,13.02.2023 - 09:39:59,Erledigt,"
Schrottfahrräder


"
4293789,"['tft4w1', 't2ww75', 'z0qgap']",Neukölln,Müllablagerung,13.02.2023 - 09:43:48,Erledigt,Müll
4290497,['abql8h'],Friedrichshain-Kreuzberg,Abfall - Müllablagerung,13.02.2023 - 09:46:22,Erledigt,Sperrmüll
4293795,['d3mj29'],Neukölln,Sperrmüll abgelagert,13.02.2023 - 09:51:34,Erledigt,Bügelbrett 
4301294,['yinlb4'],Neukölln,Sperrmüll abgelagert,13.02.2023 - 10:01:34,Erledigt,"Schränke, Matratzen, Stühle etc."
4293811,['kgbrpd'],Neukölln,Elektroschrott abgelagert,13.02.2023 - 10:10:30,Erledigt,Kaputter TV liegt rum
4293816,['h4gn41'],Neukölln,Sperrmüll abgelagert,13.02.2023 - 10:14:47,Erledigt,Alte Bretter von Schuppentür
4301296,['203o9s'],Neukölln,Bauabfälle abgelagert,13.02.2023 - 10:16:27,In Bearbeitung,1 Couch +  Styroporreste
4293728,"['352x7k', '75pgjl', 'ui2ly8']",Treptow-Köpenick,"Wilde Müllablagerungen, Eichbuschallee 40, 12437 Berlin. (ungefähre Angabe)",13.02.2023 - 10:20:19,Erledigt, Kaputtes Untergestell eines Sofas (siehe Foto) am Straßenrand.
4295021,['4czbi9'],Tempelhof-Schöneberg,KfZ ohne TÜV,13.02.2023 - 10:21:43,In Bearbeitung,Mercedes Großraumtaxi mit abgelaufenen TÜV im Aug.22
4301297,"['suie1s', 'dqtloh']",Neukölln,Sperrmüll abgelagert,13.02.2023 - 10:22:33,In Bearbeitung,2 Matzen + 2 Lattentoste Bettteile
4290323,['v9ords'],Neukölln,Sperrmüll abgelagert,13.02.2023 - 10:28:10,Erledigt,Es liegt ein großer Teppich hinter den Schienen in der Wutzkyallee und das seit Monaten.
4290358,['oogejk'],Neukölln,Müllablagerung,13.02.2023 - 10:33:08,Erledigt,Müllablagerung
4290506,['wlc075'],Friedrichshain-Kreuzberg,Abfall - Müllablagerung,13.02.2023 - 10:38:43,Erledigt,Auf dem Grünstreifen neben dem Gehweg am Baum ein zerbrochenen Blumenkasten siehe Foto 
4293938,"['2xxbep', 'udf94x', 'wnytj5']",Neukölln,Sperrmüll abgelagert,13.02.2023 - 10:39:17,Erledigt,Müll.
4291243,"['2m1g2o', '6cgnwh', 'tc6i2p']",Neukölln,Sperrmüll abgelagert,13.02.2023 - 10:40:42,Erledigt,Eine  gr0ße  Matratze wurde illegal abgelegt
4291590,['ghzk01'],Friedrichshain-Kreuzberg,Abfall - Sperrmüll,13.02.2023 - 10:42:17,Erledigt,An der Hausmauer steht ein Polster Teil siehe Foto 
4293470,['x5b6yp'],Friedrichshain-Kreuzberg,Abfall - Sperrmüll,13.02.2023 - 10:43:42,Erledigt,Am Fensterbank steht ein weißer Schrank siehe Foto 
4295033,['d64fep'],Tempelhof-Schöneberg,Lärm - Sonstiges,13.02.2023 - 10:43:59,Erledigt,"Sehr geehrte Damen und Herren, 
wir haben seit Monaten ein Grund, das Tödiweg 13 bei uns in der Straße, dort befindet sich zwei Baustellen. Die erste, das hintere Haus ist nun fertig. Jetzt geht es weiter mit dem vordem Haus. Die Bauarbeiter und Grundstückseigentümer des Grundstückes blockieren mit PKW, Transporter den Gehweg und die Straße, dann wird gehupt das man auf das Grundstück möchte, weil andere Fahrzeuge in der Einfahrt stehen. Das ist meist drei bis vier mal der Fall, das lautstark gehupt wird. Dazu kommt noch, das seit Wochen, ein Gerät vor dem Haus steht, das lärm von 20 Uhr bis unterschiedlichen Zeit in der Nacht macht. Es scheint eine Art Heizung  zu sein. Auch finden nach 20Uhr in der Wochen und am Wochenende Arbeiten mit lärm statt im Haus, die nach draußen drängen. Auch Sonntags, den ganzen Tage. Wenn an die Leute dort anspricht, verstehen die kein Deutsch und lassen einen stehen. Auch ein Schreiben mit der Bitte, das der Lärm zu normalen Zeiten statt finden sollte, wie auch das man nicht die Hupen muss, um auf die Einfahrt zu kommen. Auch das man eine Lösung für die Lüftungs/ Heizung findet, wurden nicht war genommen und es hat sich nicht geändert. Zwei anrufe bei der Polizei haben nichts gebracht, weil dies wegen unter Besetzung nicht kommen. Sie verweisen uns an Sie. Bitte unternehmen Sie endlich was, das geht jetzt schon seit 6 Wochen und es wird alles ignorieret von den. Das kann nicht sein. "
4290500,['t4h2wx'],Friedrichshain-Kreuzberg,Abfall - Müllablagerung,13.02.2023 - 10:47:03,Erledigt,Hier stehen drei Müllsäcke mit Hausmüll am Abfalleimer siehe Foto 
4295040,['ft0kjl'],Tempelhof-Schöneberg,Sondernutzung - Abfallcontainer,13.02.2023 - 10:47:15,In Bearbeitung,Container steht ohne Bewegung bzw. aktive Nutzung seit Monaten im öffentlichen Straßenland. Örtlichkeit entwickelt sich dadurch zur Müllabladestelle. Bitte Container entfernen lassen.
4296040,['rgjim9'],Friedrichshain-Kreuzberg,"Grünanlage/Park - Müll, Verschmutzung",13.02.2023 - 10:51:30,Erledigt,"
Müllablagerung im Teich Müll verteilt siehe Foto 

"
4293964,['gczrb5'],Neukölln,Müllablagerung,13.02.2023 - 10:52:28,Erledigt,Müll abgelegt 
4293351,['o4oe0x'],Friedrichshain-Kreuzberg,Abfall - Müllablagerung,13.02.2023 - 10:54:17,Erledigt,Müllablagerung auf dem Grünstreifen neben dem Gehweg siehe Foto 
4293353,['77d5oh'],Friedrichshain-Kreuzberg,Abfall - Müllablagerung,13.02.2023 - 11:00:08,Erledigt,Auf dem Gehweg am Straßenrand steht ein großer blauer Müllsack mit Hausmüll und Pappereste siehe Foto 
4293354,['w6cm4h'],Friedrichshain-Kreuzberg,Abfall - Müllablagerung,13.02.2023 - 11:03:07,Erledigt,Am Baum auf dem Grünstreifen neben dem Gehweg stehen zwei Müllsäcke mit Hausmüll siehe Foto 
4295047,['fj0z5t'],Tempelhof-Schöneberg,Abfall - Müllablagerung,13.02.2023 - 11:05:14,Erledigt,Abfall überall auf dem Boden 
4293355,['qmkqgx'],Friedrichshain-Kreuzberg,Abfall - Müllablagerung,13.02.2023 - 11:06:32,Erledigt,Müllablagerung auf dem Gehweg am der Hausmauer zwei Mülltüten mit Hausmüll siehe Foto 
4296301,['m7oxz5'],Friedrichshain-Kreuzberg,Grünanlage/Park - Beschädigung,13.02.2023 - 11:08:17,Erledigt,Mülleimer kaputt und schloss fehlt 
4293359,['5kdb0h'],Friedrichshain-Kreuzberg,Abfall - Müllablagerung,13.02.2023 - 11:09:35,Erledigt,Auf dem Gehweg an der Hausmauer steht ein Einkaufswagen mit Müll siehe Foto 
4293364,['vnb4zl'],Friedrichshain-Kreuzberg,Abfall - Müllablagerung,13.02.2023 - 11:16:10,Erledigt,Müllablagerung auf dem Grünstreifen neben dem Gehweg siehe Foto 
4293966,['jft05d'],Neukölln,Elektroschrott abgelagert,13.02.2023 - 11:18:20,Erledigt,Stehlampe
4293983,['ezzi0x'],Neukölln,Müllablagerung,13.02.2023 - 11:20:38,Erledigt,"Müllsäcke, Teppich"
4293984,['mhojcx'],Neukölln,Müllablagerung,13.02.2023 - 11:23:21,Erledigt,Am Gehweg 
4293483,['epzwn5'],Friedrichshain-Kreuzberg,Abfall - Sperrmüll,13.02.2023 - 11:26:50,Erledigt,Am Stromkasten auf dem Grünstreifen neben dem Gehweg liegt ein Holzbrett und ein Elektro Teil 
4293365,['e60pvl'],Friedrichshain-Kreuzberg,Abfall - Müllablagerung,13.02.2023 - 11:29:14,Erledigt,Müllablagerung verteilt am Baum auf dem Grünstreifen neben dem Gehweg siehe Foto 
4295926,['7iagox'],Friedrichshain-Kreuzberg,"Grünanlage/Park - Müll, Verschmutzung",13.02.2023 - 11:29:49,Erledigt,Vermüllt.
4293383,['qdiupt'],Friedrichshain-Kreuzberg,Abfall - Müllablagerung,13.02.2023 - 11:32:41,Erledigt,Auf dem Gehweg stehen zwei Pappkarton mit mit Weihnachtskugeln siehe Foto 
4293405,['xg8hz5'],Friedrichshain-Kreuzberg,Abfall - Müllablagerung,13.02.2023 - 11:36:45,Erledigt,Mehrere Müllsäcke blaue und weiße Müllsäcke mit Müll siehe Foto 
4294085,['rwgmbl'],Neukölln,Elektroschrott abgelagert,13.02.2023 - 11:38:04,Erledigt,Gegenüber der Hausnummer 20 und 11 liegt Elektroschrott und Sperrmüll 
4294086,['rwgmbl'],Neukölln,Sperrmüll abgelagert,13.02.2023 - 11:38:04,Erledigt,Gegenüber der Hausnummer 20 und 11 liegt Elektroschrott und Sperrmüll 
4293484,['pketd'],Friedrichshain-Kreuzberg,Abfall - Sperrmüll,13.02.2023 - 11:40:30,Erledigt,Sperrmüll steht an der Hausmauer und auf dem Gehweg siehe Foto Holzbretter Matratzen und sonstiger Sperrmüll siehe Foto 
4295067,['rchfk1'],Tempelhof-Schöneberg,Lärm - Gaststätte,13.02.2023 - 11:40:59,In Bearbeitung,Morgens zwischen 03.00 Uhr und 05.00 Uhr laufen am Hotel oder Cafe Obergfell laut Geräte an. Ich werde dadurch in meiner Nachtruhe gestört. Es hört sich nach Klimaanlagen oder Abluftgeräte an. Für die Nachtzeit sind die Geräusche deutlich zu laut.
4293412,['g8xo8x'],Friedrichshain-Kreuzberg,Abfall - Müllablagerung,13.02.2023 - 11:42:33,Erledigt,Müllablagerung am Baum neben dem Fahrradweg Müll verteilt siehe Foto 
4295086,['ap5sld'],Tempelhof-Schöneberg,Baustellen - Sonstiges,13.02.2023 - 11:43:06,Erledigt,Schieber steht hoch an Berliner Wasserbetriebe weiterleiten danke 
4291542,['uock5d'],Friedrichshain-Kreuzberg,Abfall - Sperrmüll,13.02.2023 - 11:44:11,Erledigt,"Schrankteile, Bretter"
4293489,['9b7toh'],Friedrichshain-Kreuzberg,Abfall - Sperrmüll,13.02.2023 - 11:45:02,Erledigt,Am Stromkasten neben dem Fahrradweg steht eine Holzplatte siehe Foto 
4293542,['kerkzl'],Friedrichshain-Kreuzberg,"Abfall - Bauabfälle, Bauschutt",13.02.2023 - 11:45:59,Erledigt,"
Am Baum neben dem Fahrradweg liegt ein Waschbecken siehe Foto 

"
4295091,['xq83cx'],Tempelhof-Schöneberg,Sondernutzung - Plakatierung,13.02.2023 - 11:46:10,In Bearbeitung,"Überall im Kiez werden an den Laternenmasten diese Werbeplakate aufgehängt. Falls keine Genehmigung vorliegt, bitte entfernen lassen. "
4295093,['5zcp35'],Tempelhof-Schöneberg,Abfall - Sperrmüll,13.02.2023 - 11:46:54,Erledigt,Schrank
4293551,['3rfy0x'],Friedrichshain-Kreuzberg,Abfall - Weihnachtsbäume,13.02.2023 - 11:47:12,Erledigt,Neben dem Fahrradweg liegt ein Weihnachtsbaum in einer blauen Müllsack siehe Foto 
4293414,['h2wge9'],Friedrichshain-Kreuzberg,Abfall - Müllablagerung,13.02.2023 - 11:48:35,Erledigt,Müllablagerung an der Hausmauer auf dem Gehweg siehe Foto drei Müllsäcke mit Hausmüll siehe Foto 
4291482,['iqu0ox'],Friedrichshain-Kreuzberg,Abfall - Sperrmüll,13.02.2023 - 11:48:53,Erledigt,lose Bretter
4293494,['ya7a4h'],Friedrichshain-Kreuzberg,Abfall - Sperrmüll,13.02.2023 - 11:51:04,Erledigt,Am Stromkasten neben dem Fahrradweg liegt ein Kindersitz siehe Foto 
4295097,['oalwch'],Tempelhof-Schöneberg,Parken im absoluten Halteverbot ,13.02.2023 - 11:51:42,Erledigt,Das abgelichtete Fahrzeug parkt über einen längeren Zeitraum im absoluten Halteverbot und erschwert das Rausfahren aus der gegenüberliegenden Garage 
4293418,['d7251d'],Friedrichshain-Kreuzberg,Abfall - Müllablagerung,13.02.2023 - 11:52:30,Erledigt,Am Stromkasten neben dem Fahrradweg steht ein Mülltüte mit Hausmüll siehe Foto 
4291577,"['og0g01', 'qiinep']",Friedrichshain-Kreuzberg,Abfall - Elektroschrott,13.02.2023 - 11:52:40,Erledigt,"Herd, Bretter"
4293991,"['8yqby9', 'mgnbb5']",Neukölln,Müllablagerung,13.02.2023 - 11:53:52,Erledigt,Müllablagerung 
4293564,['2b02rl'],Friedrichshain-Kreuzberg,Abfall - Weihnachtsbäume,13.02.2023 - 11:54:23,Erledigt,Auf dem Grünstreifen neben dem Fahrradweg liegt ein Weihnachtsbaum siehe Foto 
4293583,['ne57up'],Friedrichshain-Kreuzberg,Abfall - Weihnachtsbäume,13.02.2023 - 11:56:05,Erledigt,Weihnachtsbaum
4293560,['9ipipt'],Friedrichshain-Kreuzberg,Abfall - Weihnachtsbäume,13.02.2023 - 11:57:29,Erledigt,Auf dem Gehweg liegt ein Weihnachtsbaum siehe Foto 
4295096,['dyj0u9'],Neukölln,Sperrmüll abgelagert,13.02.2023 - 11:58:14,Erledigt,Glasscheibe
4291498,['p22s5d'],Friedrichshain-Kreuzberg,Abfall - Sperrmüll,13.02.2023 - 11:59:34,Erledigt,Schranktür
4293497,['d2x35'],Friedrichshain-Kreuzberg,Abfall - Sperrmüll,13.02.2023 - 12:00:41,Erledigt,Neben dem Fahrradweg auf dem Gehweg liegt ein Holzregal siehe Foto 
4295153,['1h1am9'],Tempelhof-Schöneberg,Abfall - aus Gewerbebetrieben,13.02.2023 - 12:02:21,Erledigt,"Wann unternehmen sie denn mal etwas , kein anderer Gastronom tut das nur der Herr Akilec zahlt er gut dafür ?? "
4295101,['eshszl'],Neukölln,Elektroschrott abgelagert,13.02.2023 - 12:03:01,Erledigt,Alter Einkaufswagen
4293552,['yrokjl'],Friedrichshain-Kreuzberg,Abfall - Weihnachtsbäume,13.02.2023 - 12:03:53,Erledigt,Weihnachtsbaum
4291588,['9sp43l'],Friedrichshain-Kreuzberg,Abfall - Weihnachtsbäume,13.02.2023 - 12:04:11,Erledigt,Am Baum neben dem Gehweg steht eine Mülltüte mit einem Weihnachtsbaum siehe Foto 
4294006,['awnhmp'],Neukölln,Sperrmüll abgelagert,13.02.2023 - 12:05:40,Erledigt,Alte Paletten und ein alter Kinderwagen
4291520,['qv054x'],Friedrichshain-Kreuzberg,Abfall - Sonstiges,13.02.2023 - 12:08:29,Erledigt,Weihnachsbaum
4295102,['djjmrl'],Neukölln,Sperrmüll abgelagert,13.02.2023 - 12:08:47,Erledigt,Alte Bretter
4291516,['7zrr41'],Friedrichshain-Kreuzberg,Abfall - Sonstiges,13.02.2023 - 12:10:31,Erledigt,"Spritzen, Masken, ..."
4291539,['s2b5t'],Friedrichshain-Kreuzberg,Abfall - Sperrmüll,13.02.2023 - 12:11:16,Erledigt,leider seit ein paar tagen schon kaputte regale und sofas
4291490,['e3itj5'],Friedrichshain-Kreuzberg,Abfall - Sperrmüll,13.02.2023 - 12:11:41,Erledigt,Matratze
4291582,['o347b5'],Friedrichshain-Kreuzberg,Abfall - Elektroschrott,13.02.2023 - 12:13:53,Erledigt,"Waschmaschine, Kindersitz"
4291469,['uqught'],Friedrichshain-Kreuzberg,Abfall - Sperrmüll,13.02.2023 - 12:14:41,Erledigt,Sofa
4295130,['i2ps1'],Neukölln,Sperrmüll abgelagert,13.02.2023 - 12:16:20,Erledigt,Alte Matratze
4291475,['dtj85d'],Friedrichshain-Kreuzberg,Abfall - Sperrmüll,13.02.2023 - 12:17:08,Erledigt,Schrankteile
4293536,['ox2zgh'],Friedrichshain-Kreuzberg,"Abfall - Bauabfälle, Bauschutt",13.02.2023 - 12:18:28,Erledigt,"
Toilettenschüssel

"
4293500,['89rcht'],Friedrichshain-Kreuzberg,Abfall - Sperrmüll,13.02.2023 - 12:21:19,Erledigt,Staubsauger
4295177,['121wjl'],Tempelhof-Schöneberg,Sondernutzung - Abfallcontainer,13.02.2023 - 12:21:34,In Bearbeitung,Container steht schon über 1 Monat. Keine Beschilderung 
4291570,"['c5lnup', 'a2l729']",Friedrichshain-Kreuzberg,Abfall - Sperrmüll,13.02.2023 - 12:22:39,Erledigt,Sperrmüll abgestellt von unbekannt
4291494,"['4dx14x', 'q1kbnl']",Friedrichshain-Kreuzberg,Abfall - Sperrmüll,13.02.2023 - 12:24:23,Erledigt,Schrankteile
4291509,['b5e4u9'],Friedrichshain-Kreuzberg,Abfall - Sperrmüll,13.02.2023 - 12:27:44,Erledigt,Teppich
4295140,['w8j9xd'],Neukölln,Sperrmüll abgelagert,13.02.2023 - 12:29:42,Erledigt,Holz oder Spanplatten. Liegt bereits seit Wochen dort. 
4291471,['2tqbcx'],Friedrichshain-Kreuzberg,Abfall - Sperrmüll,13.02.2023 - 12:31:40,Erledigt,Kinderwagen
4293569,"['4yxfy9', 'bbaxvl', 't6nqpt']",Friedrichshain-Kreuzberg,Abfall - Weihnachtsbäume,13.02.2023 - 12:39:20,Erledigt,Weihnachtsbaum
4291222,['odyjs0'],Friedrichshain-Kreuzberg,Straßenaufsicht - Straßen- und Gehwegschäden,13.02.2023 - 12:51:21,Erledigt,"
Köthenerstrasse 5,10963 Berlin 


Sehr geehrte Damen und Herren, 

vielleicht könnten sie den Schaden weiter leiten zur Behebung . 

Es wird immer weiter aufreißen, und dadurch auch einer Stolpergefahr besteht. 

Mit freundlichen Grüßen, 

H. W. 🌺
Von meinem iPhone gesendet
"
4295204,['pzsetd'],Tempelhof-Schöneberg,Abfall - Müllablagerung,13.02.2023 - 13:04:52,Erledigt,Paket von Lidl
4293503,['m3y3gh'],Friedrichshain-Kreuzberg,Abfall - Sperrmüll,13.02.2023 - 13:09:08,Erledigt,1 Kinderwagen
4291541,['v72sqp'],Friedrichshain-Kreuzberg,Abfall - Sperrmüll,13.02.2023 - 13:15:12,Erledigt,"1 Einkaufswagen, diverses Holz"
4291504,['6s2j29'],Friedrichshain-Kreuzberg,Abfall - Sperrmüll,13.02.2023 - 13:17:21,Erledigt,1 Kindersitz
4291511,"['g63u2p', 'l7heyp']",Friedrichshain-Kreuzberg,Abfall - Sperrmüll,13.02.2023 - 13:20:59,Erledigt,Matratze 
4295149,['vr1zi9'],Neukölln,Sperrmüll abgelagert,13.02.2023 - 13:23:04,Erledigt,Wäschestaender
4295216,['xyyqkh'],Tempelhof-Schöneberg,Abfall - Papierkörbe,13.02.2023 - 13:24:10,Erledigt,Überfüllt 
4293505,['q7a3up'],Friedrichshain-Kreuzberg,Abfall - Sperrmüll,13.02.2023 - 13:28:19,Erledigt,1 Holzpalette
4295225,['7224g1'],Tempelhof-Schöneberg,"Hausmüll, Wandfarbe",13.02.2023 - 13:31:01,Erledigt,"Habe ich schon. Es sind rtwa 5 Tüten Müll, an zweien sind noch die Lieferangaben. "
4293322,['fxp4ox'],Friedrichshain-Kreuzberg,Abfall - Elektroschrott,13.02.2023 - 13:32:00,Erledigt,1 Fernseher
4295227,"['ri3pc1', 'tt4ttt']",Tempelhof-Schöneberg,Straßenaufsicht - Sonstiges,13.02.2023 - 13:38:14,In Bearbeitung,"Liebes Ordnungsamt,
der rote LKW steht nun auch schon seit mehreren Wochen unbewegt; auch der grüne Anhänger steht dort nun schon seit dem letzten Sommer: gilt das nicht unterdessen schon als Wrack? Kann der nicht auch mal abgeschleppt werden? Der offene Anhänger auf der anderen Strassenseite steht auch wieder da und wurde seit mehr als zwei Wochen nicht bewegt. Insgesamt ist die Situation in diesem Bereich der Alboinstraße extrem nervig: nur weil es über Tag (arbeitende Anwohner) Parkplätze gibt, kann es ja nicht sein, dass dort unentwegt dauerhaft LKW und Anhänger abgestellt werden. Mit freundlichen Grüßen einer genervten Anwohnerin                         P. S. die Boote (!) am Alboinsplatz stehen dort auch schon seit dem Sommer!"
4293424,['qh9p8h'],Friedrichshain-Kreuzberg,Abfall - Müllablagerung,13.02.2023 - 13:41:17,Erledigt,Müll
4295158,['5t3y81'],Neukölln,Sperrmüll abgelagert,13.02.2023 - 13:46:35,Erledigt,Matratze
