item_category,item_condition,item_available_timer,distance,n_views,n_likes,item_id
kids,2,55,17257,1350,0,2270
other,1,75,6360,1915,229,2271
other,3,50,30,711,127,2272
other,1,57,2303,1024,122,2273
other,4,27,17210,1768,265,2274
clothes,3,51,3013,611,0,2275
furniture,3,17,25969,409,61,2276
furniture,4,90,4560,688,61,2277
kitchen_utensils,1,79,14803,1856,18,2278
kids,4,2,6155,1212,218,2279
kitchen_utensils,3,80,21850,818,98,2280
other,1,86,12585,817,106,2281
other,4,95,22839,264,26,2282
other,1,64,15609,861,120,2283
other,2,35,16425,607,6,2284
clothes,1,39,27757,1695,322,2285
kids,1,42,17973,964,115,2286
other,3,92,29079,1135,45,2287
other,2,92,27101,1117,44,2288
other,3,14,5163,1526,0,2289
furniture,3,48,20817,420,16,2290
kitchen_utensils,4,29,26099,1898,322,2291
other,1,43,377,1811,181,2292
clothes,4,83,18533,793,55,2293
other,2,69,11268,348,31,2294
furniture,1,26,26764,812,113,2295
kitchen_utensils,3,18,10333,778,85,2296
clothes,1,87,27650,518,20,2297
kids,3,98,25174,1942,174,2298
furniture,4,40,15205,1057,0,2299
other,3,52,17470,1434,114,2300
kitchen_utensils,1,92,16012,357,64,2301
kids,2,5,28050,1374,192,2302
clothes,4,79,11507,1489,89,2303
kitchen_utensils,3,95,31188,1660,99,2304
clothes,1,53,23914,1144,91,2305
kids,2,16,6830,1042,62,2306
kitchen_utensils,2,8,17823,574,17,2307
other,3,77,21858,713,49,2308
furniture,2,96,17727,1632,130,2309
other,3,41,17971,186,35,2310
kids,1,61,1912,925,27,2311
furniture,2,99,899,1107,110,2312
kitchen_utensils,4,41,23237,1843,129,2313
other,2,9,3077,386,69,2314
kitchen_utensils,4,62,274,573,51,2315
furniture,3,41,6600,926,166,2316
furniture,2,86,28975,392,27,2317
kitchen_utensils,2,69,9200,26,2,2318
other,1,12,21300,1856,0,2319
other,2,70,6996,297,0,2320
clothes,4,35,20653,663,72,2321
clothes,1,14,27437,1850,185,2322
furniture,3,60,17279,1366,13,2323
kitchen_utensils,4,52,12822,1021,40,2324
furniture,2,42,514,951,76,2325
other,4,46,31920,383,42,2326
kitchen_utensils,3,85,26917,242,9,2327
other,2,43,21053,1351,162,2328
clothes,2,95,17770,1824,291,2329
clothes,1,9,105,1492,208,2330
clothes,3,91,30406,972,145,2331
kids,1,56,15811,157,15,2332
furniture,2,9,12364,648,84,2333
furniture,1,36,17021,1420,241,2334
other,1,51,30993,665,79,2335
other,2,68,16703,1246,236,2336
furniture,1,38,19160,478,14,2337
kitchen_utensils,2,51,28639,813,81,2338
furniture,4,87,6606,1117,145,2339
kids,4,88,30168,380,64,2340
furniture,3,43,19269,1872,74,2341
clothes,4,55,3427,933,0,2342
other,4,47,7041,1853,148,2343
furniture,3,51,389,105,5,2344
kids,3,91,7615,1954,156,2345
furniture,4,57,2268,1915,287,2346
kitchen_utensils,2,78,25585,715,14,2347
furniture,4,53,8691,877,157,2348
furniture,1,40,31484,1202,192,2349
clothes,2,84,24090,881,26,2350
clothes,2,74,4272,425,38,2351
furniture,4,11,25782,116,0,2352
kids,3,64,11272,996,159,2353
furniture,1,83,10230,740,51,2354
kids,1,61,435,1579,189,2355
other,3,0,6017,379,30,2356
kitchen_utensils,4,56,14798,895,107,2357
clothes,1,82,29936,1327,159,2358
kitchen_utensils,2,96,27453,1096,175,2359
clothes,2,63,5292,948,0,2360
furniture,4,1,12652,931,55,2361
furniture,4,4,19673,1767,282,2362
kids,4,93,2351,608,0,2363
kids,4,26,24656,1134,170,2364
kitchen_utensils,2,55,11031,333,9,2365
other,3,61,14887,799,63,2366
kids,1,91,7419,1289,103,2367
furniture,4,6,26751,565,22,2368
other,2,52,5355,1869,299,2369
furniture,2,82,8259,837,41,2370
kitchen_utensils,2,25,26123,1897,18,2371
furniture,3,83,29465,1736,86,2372
other,4,79,19522,887,141,2373
other,2,53,16789,1698,118,2374
other,2,73,14234,587,17,2375
furniture,1,71,23946,141,19,2376
clothes,3,32,21864,846,16,2377
kitchen_utensils,4,97,30585,703,105,2378
other,2,94,10817,1718,34,2379
kitchen_utensils,2,14,14050,1394,69,2380
kitchen_utensils,3,65,16957,1064,191,2381
kitchen_utensils,3,17,26810,1721,275,2382
kitchen_utensils,4,90,31817,1379,27,2383
furniture,3,65,17046,550,66,2384
other,4,20,6118,309,40,2385
clothes,3,35,19105,435,13,2386
other,1,83,16908,52,1,2387
furniture,3,13,4789,1941,58,2388
kitchen_utensils,2,47,31346,1788,107,2389
kids,4,16,20755,1951,351,2390
clothes,1,13,25022,1106,22,2391
furniture,2,73,17243,69,0,2392
kitchen_utensils,4,11,13113,45,4,2393
furniture,4,72,26528,849,161,2394
clothes,4,60,23625,764,7,2395
clothes,4,19,21552,286,42,2396
furniture,2,37,29806,1984,218,2397
clothes,3,6,19415,1897,151,2398
kids,4,35,18176,76,12,2399
other,1,94,7229,622,68,2400
furniture,2,63,13609,1793,0,2401
kids,4,70,25944,190,22,2402
other,3,35,28180,859,68,2403
furniture,3,80,27976,1678,218,2404
kids,4,85,14834,1802,108,2405
clothes,3,87,25889,422,37,2406
clothes,2,62,10200,1882,188,2407
furniture,2,54,15401,1360,149,2408
kids,1,23,16330,151,28,2409
furniture,1,9,27049,1242,86,2410
clothes,2,65,29809,1944,97,2411
kids,4,28,24613,863,94,2412
kitchen_utensils,1,52,5895,1656,82,2413
clothes,3,67,28745,1284,192,2414
kitchen_utensils,2,62,24019,1176,152,2415
furniture,3,14,21903,1331,239,2416
furniture,3,40,31968,325,61,2417
kids,1,47,112,774,38,2418
clothes,1,27,7344,1470,132,2419
kids,2,51,5634,731,51,2420
clothes,1,24,26240,638,70,2421
kids,2,38,26779,94,6,2422
kitchen_utensils,4,84,9138,1094,196,2423
kids,2,83,1736,874,87,2424
clothes,4,67,14086,1122,213,2425
kids,2,40,13583,1011,171,2426
other,1,87,20464,1028,92,2427
kids,1,15,19777,440,48,2428
furniture,3,1,28611,352,10,2429
clothes,2,20,27699,1291,90,2430
kids,4,21,13847,1397,251,2431
furniture,1,57,11504,1295,207,2432
furniture,2,49,22767,266,45,2433
clothes,2,86,20599,1953,234,2434
furniture,4,2,5041,1485,178,2435
furniture,4,0,12778,370,0,2436
clothes,3,37,8353,138,4,2437
kids,1,98,21876,163,4,2438
furniture,3,55,8287,572,0,2439
other,1,47,1456,1338,214,2440
furniture,1,55,30666,1855,185,2441
furniture,1,66,12577,928,120,2442
furniture,1,75,26639,13,2,2443
kids,1,28,5477,1428,14,2444
other,1,53,5527,1085,119,2445
kids,4,10,8114,795,103,2446
furniture,1,64,18013,1566,46,2447
kitchen_utensils,1,89,22243,65,3,2448
other,3,46,6019,1333,253,2449
kids,3,23,16920,822,115,2450
clothes,3,2,14587,278,36,2451
furniture,3,72,11511,1730,34,2452
kids,1,18,23065,210,21,2453
furniture,3,84,6931,812,121,2454
kitchen_utensils,4,1,10169,1054,158,2455
clothes,1,54,24775,545,49,2456
kitchen_utensils,2,14,1865,779,85,2457
furniture,1,60,25745,1945,77,2458
kitchen_utensils,1,16,26799,1599,95,2459
furniture,2,78,18439,457,73,2460
furniture,2,82,13900,1090,152,2461
other,1,63,14186,548,10,2462
clothes,4,80,4390,1492,14,2463
furniture,1,93,10172,1728,328,2464
other,1,67,4015,207,2,2465
clothes,2,7,1790,1926,327,2466
kids,4,55,214,1544,30,2467
clothes,3,91,9810,1292,38,2468
other,3,7,24016,1232,209,2469
kids,3,14,15297,696,20,2470
other,3,65,27648,1811,162,2471
clothes,2,67,7341,522,78,2472
kitchen_utensils,1,50,8695,365,62,2473
clothes,3,18,1974,4,0,2474
kids,1,42,12411,1256,138,2475
furniture,2,1,6136,1638,163,2476
other,2,92,3997,1614,48,2477
furniture,4,3,28954,1653,314,2478
furniture,3,10,10400,553,94,2479
kitchen_utensils,4,14,13554,1219,195,2480
kids,1,63,31609,709,134,2481
kitchen_utensils,4,39,22956,1397,237,2482
other,2,55,7199,245,9,2483
furniture,4,77,6268,155,29,2484
furniture,4,86,6400,903,162,2485
kids,4,42,28765,24,1,2486
other,1,43,26615,1799,53,2487
kids,4,28,22730,193,11,2488
other,4,12,27647,287,17,2489
kids,2,50,191,1778,248,2490
other,1,64,989,1306,91,2491
kitchen_utensils,2,54,2810,1803,72,2492
other,3,69,4609,1688,33,2493
furniture,2,33,25493,1859,260,2494
clothes,2,72,27645,1458,204,2495
clothes,3,18,457,643,102,2496
kids,3,44,26226,870,87,2497
furniture,3,1,29857,904,171,2498
furniture,4,45,23389,1032,103,2499
furniture,1,61,15345,1213,97,2500
kitchen_utensils,1,50,14569,1570,109,2501
kids,1,50,3408,1318,144,2502
kitchen_utensils,1,57,26865,1890,189,2503
clothes,1,21,8305,584,105,2504
furniture,2,6,28327,658,39,2505
kitchen_utensils,1,64,19454,889,35,2506
clothes,4,45,5091,1904,209,2507
other,4,39,28316,1481,162,2508
furniture,3,78,22560,20,3,2509
furniture,4,71,2525,1440,144,2510
kitchen_utensils,1,67,15560,727,87,2511
kitchen_utensils,1,99,510,254,22,2512
kids,3,49,15230,700,84,2513
kitchen_utensils,3,23,19378,1813,54,2514
other,3,86,22963,157,1,2515
kitchen_utensils,3,81,11509,249,4,2516
kids,3,32,1040,1626,81,2517
clothes,4,93,18272,320,22,2518
kitchen_utensils,4,11,15564,1734,294,2519
clothes,1,36,22415,166,1,2520
other,2,64,21073,1022,71,2521
clothes,1,13,4092,1096,142,2522
kitchen_utensils,2,41,24723,504,70,2523
clothes,3,60,4693,1431,186,2524
clothes,1,74,18693,1181,188,2525
kitchen_utensils,2,55,887,1327,199,2526
furniture,4,9,28341,91,11,2527
kids,3,75,13268,438,61,2528
kids,1,26,15172,1378,206,2529
other,3,97,2538,65,8,2530
kitchen_utensils,1,5,26600,133,2,2531
furniture,2,12,24007,764,106,2532
clothes,4,75,10349,1489,104,2533
kids,1,91,24030,864,155,2534
furniture,1,93,982,560,16,2535
furniture,3,75,6713,1804,270,2536
kitchen_utensils,2,86,31976,305,36,2537
kids,4,42,23771,262,26,2538
other,4,69,7947,420,25,2539
kitchen_utensils,3,42,15923,1266,227,2540
kitchen_utensils,4,39,25620,1094,185,2541
other,4,13,22537,1540,15,2542
kids,2,19,24021,1624,259,2543
kids,2,40,29914,253,5,2544
other,2,72,22327,1109,199,2545
furniture,2,90,13657,1259,0,2546
furniture,1,10,30106,164,29,2547
kitchen_utensils,2,53,14050,116,6,2548
kitchen_utensils,3,84,8058,904,45,2549
kitchen_utensils,1,47,26974,1214,182,2550
other,4,73,17729,1023,132,2551
clothes,1,27,10793,1855,111,2552
furniture,1,86,24130,148,25,2553
furniture,2,15,9486,79,1,2554
other,4,35,31740,362,68,2555
furniture,1,16,13121,164,24,2556
furniture,2,27,18915,951,9,2557
kitchen_utensils,1,68,21974,1965,19,2558
kids,2,68,11770,1407,154,2559
furniture,2,22,17322,302,3,2560
other,1,59,1713,1031,103,2561
clothes,3,55,23835,1328,119,2562
kids,1,66,13979,37,2,2563
furniture,2,89,1101,441,48,2564
kids,4,38,24141,110,6,2565
furniture,2,33,16152,1588,47,2566
other,2,43,695,422,33,2567
kitchen_utensils,4,92,16618,1340,53,2568
furniture,3,6,286,131,17,2569
clothes,2,76,22934,1224,73,2570
clothes,4,72,21930,238,7,2571
other,2,77,3230,1287,128,2572
kids,1,69,23519,1478,177,2573
furniture,1,69,13667,356,10,2574
clothes,1,86,17339,107,14,2575
kids,4,21,17784,859,51,2576
other,2,64,24383,1844,239,2577
furniture,4,46,22944,1423,128,2578
furniture,3,85,11068,530,95,2579
kids,4,36,22119,1790,268,2580
clothes,1,50,15286,353,67,2581
other,4,44,30953,595,5,2582
kids,3,69,31860,1370,178,2583
clothes,4,1,4455,719,0,2584
kids,4,96,19304,1390,69,2585
kids,3,73,3122,862,8,2586
kitchen_utensils,3,32,11709,350,17,2587
other,2,95,9753,1673,217,2588
kids,4,59,20848,103,7,2589
kids,4,11,12563,788,94,2590
kitchen_utensils,4,77,14792,1455,218,2591
kitchen_utensils,1,75,10676,1698,118,2592
kitchen_utensils,4,59,30566,801,72,2593
other,1,59,22407,341,57,2594
clothes,3,83,8291,1231,12,2595
furniture,2,30,26466,1729,276,2596
clothes,4,41,6883,919,147,2597
other,4,12,24367,876,105,2598
clothes,3,98,18495,1930,19,2599
kitchen_utensils,2,51,29116,634,44,2600
furniture,1,55,21970,1323,79,2601
furniture,1,48,4420,478,76,2602
furniture,4,4,24269,257,2,2603
kitchen_utensils,1,12,30720,1789,0,2604
kids,4,59,6127,702,91,2605
furniture,1,32,21800,1709,51,2606
furniture,1,61,17161,1063,180,2607
other,4,72,7680,1324,66,2608
furniture,1,36,20592,1392,97,2609
other,2,38,27919,1635,277,2610
kitchen_utensils,4,22,15082,1139,113,2611
kids,1,77,27267,918,128,2612
kids,2,7,10909,655,104,2613
clothes,4,45,4393,1628,32,2614
kitchen_utensils,3,26,27709,676,128,2615
kitchen_utensils,4,79,8316,334,6,2616
other,4,69,19366,230,6,2617
kitchen_utensils,3,27,8046,1163,69,2618
furniture,2,68,2787,1243,99,2619
kids,3,55,14985,1637,114,2620
kids,1,40,25955,1727,310,2621
furniture,2,14,13040,1480,14,2622
clothes,4,69,13924,879,149,2623
furniture,4,27,13294,630,12,2624
kids,4,54,5062,684,20,2625
clothes,4,42,4177,1088,130,2626
kids,3,49,961,391,43,2627
furniture,1,86,14231,712,113,2628
other,1,68,21972,227,24,2629
kids,4,77,10236,1129,158,2630
furniture,1,19,471,1575,267,2631
furniture,4,60,291,215,17,2632
kitchen_utensils,3,98,17252,1544,293,2633
clothes,3,85,23430,1668,66,2634
kids,2,90,29704,949,104,2635
furniture,4,92,31137,380,11,2636
kitchen_utensils,1,31,11351,1313,144,2637
clothes,1,63,6872,633,120,2638
kids,3,98,606,1848,129,2639
kitchen_utensils,1,46,2313,1113,44,2640
clothes,2,13,17013,1782,35,2641
other,3,80,25709,365,54,2642
other,1,48,18302,1301,39,2643
furniture,3,11,12714,1452,188,2644
furniture,3,13,9461,8,1,2645
kids,1,57,18492,810,153,2646
kitchen_utensils,3,59,30833,273,13,2647
kids,2,87,8119,787,110,2648
furniture,4,92,6620,1211,96,2649
clothes,2,73,17740,1082,0,2650
clothes,3,48,30074,1741,208,2651
furniture,4,28,8904,1068,128,2652
kids,1,86,5321,1923,134,2653
kitchen_utensils,3,9,28783,484,91,2654
kitchen_utensils,2,30,25573,242,33,2655
other,4,63,28636,524,57,2656
other,1,69,6409,809,80,2657
furniture,4,11,27674,1736,17,2658
kitchen_utensils,3,99,16520,59,3,2659
kitchen_utensils,1,26,11985,1180,47,2660
other,3,66,20063,1684,84,2661
other,2,99,21927,397,67,2662
other,3,44,14521,1557,233,2663
kids,3,33,26992,192,26,2664
other,1,69,21673,1511,90,2665
other,1,93,2570,1935,0,2666
other,1,28,16319,931,65,2667
furniture,4,73,9197,525,47,2668
kitchen_utensils,2,43,28397,624,87,2669
kitchen_utensils,2,56,17178,1691,50,2670
kids,4,7,18414,349,10,2671
furniture,1,68,23305,464,41,2672
clothes,3,63,14372,1085,130,2673
other,3,78,4660,1091,120,2674
clothes,1,92,83,877,131,2675
kids,3,26,1188,1349,121,2676
other,4,31,12343,1545,61,2677
clothes,4,62,17273,1471,147,2678
furniture,3,97,1197,832,83,2679
kitchen_utensils,4,19,11943,938,37,2680
kids,3,31,8450,392,66,2681
other,2,33,18857,586,23,2682
clothes,3,25,11364,1919,326,2683
kitchen_utensils,1,19,19418,424,21,2684
kids,3,74,24587,1840,36,2685
clothes,3,96,25450,263,2,2686
other,1,9,21420,888,71,2687
clothes,3,55,18594,1374,96,2688
furniture,2,2,20020,1187,35,2689
other,1,62,25230,578,52,2690
clothes,1,21,9502,579,17,2691
furniture,1,77,8088,1094,32,2692
kids,4,38,8897,1722,258,2693
other,1,82,27720,1881,75,2694
clothes,1,20,19571,333,16,2695
clothes,1,23,23128,915,36,2696
kids,1,70,21014,1587,238,2697
clothes,1,75,3474,1423,227,2698
clothes,3,79,29842,1109,99,2699
kids,4,13,22257,923,156,2700
clothes,2,5,17434,1741,295,2701
kitchen_utensils,3,3,30424,807,16,2702
kitchen_utensils,1,61,3679,552,0,2703
furniture,1,61,2149,128,3,2704
kitchen_utensils,4,61,16907,1096,0,2705
other,2,41,4411,549,87,2706
clothes,4,83,17466,1248,74,2707
kitchen_utensils,3,53,24591,131,1,2708
other,2,10,21310,741,96,2709
other,3,21,20834,1123,11,2710
other,3,63,4368,986,59,2711
kids,4,11,19226,998,129,2712
kids,2,32,30542,1717,188,2713
kids,1,22,4651,1322,198,2714
kids,3,73,7745,716,85,2715
furniture,3,8,24184,140,21,2716
kitchen_utensils,2,28,9975,1960,294,2717
kids,2,36,1294,125,15,2718
furniture,4,52,22662,858,17,2719
other,2,29,3321,1932,38,2720
clothes,3,29,22549,1683,168,2721
kids,4,87,29462,865,25,2722
other,2,13,28230,396,11,2723
furniture,1,48,8428,1359,203,2724
kids,3,30,27098,1939,174,2725
other,1,59,14383,912,155,2726
kitchen_utensils,4,8,25973,949,9,2727
other,4,36,30723,857,0,2728
kids,4,28,18632,1682,33,2729
kitchen_utensils,2,96,20663,69,4,2730
furniture,3,80,28200,585,64,2731
kitchen_utensils,2,37,902,1881,18,2732
kitchen_utensils,2,36,12743,1562,62,2733
other,4,46,25935,847,0,2734
kitchen_utensils,4,60,20587,1994,19,2735
kitchen_utensils,1,68,21192,613,49,2736
kids,4,57,28562,162,14,2737
furniture,2,80,25938,799,143,2738
furniture,2,9,286,710,35,2739
other,4,79,30559,1882,131,2740
kids,2,88,4001,1938,116,2741
kids,3,27,31967,200,4,2742
kids,1,3,18099,1088,65,2743
kids,4,15,2192,889,62,2744
kids,1,75,4697,1337,0,2745
other,2,85,20344,1864,335,2746
kids,4,63,28691,725,50,2747
clothes,2,29,25603,1583,79,2748
clothes,3,81,25467,1794,125,2749
furniture,4,83,10212,887,44,2750
other,4,49,30308,1418,212,2751
clothes,2,52,21273,1754,280,2752
other,3,96,27675,1191,59,2753
clothes,2,65,1487,1351,256,2754
other,1,82,5557,443,22,2755
kitchen_utensils,1,84,30958,308,18,2756
clothes,2,95,10433,692,55,2757
kids,4,20,21449,1788,178,2758
clothes,2,11,6100,800,64,2759
kitchen_utensils,2,4,13809,586,111,2760
furniture,3,0,20850,99,11,2761
kitchen_utensils,1,48,29814,969,116,2762
kitchen_utensils,2,75,29905,1853,315,2763
clothes,1,18,14475,1311,117,2764
kids,1,45,31518,1161,46,2765
other,1,23,31092,1370,27,2766
kitchen_utensils,4,69,3418,753,82,2767
kids,2,13,27741,1896,56,2768
kids,4,31,12130,1595,0,2769
other,3,14,23222,1654,0,2770
clothes,4,4,23657,194,17,2771
kids,3,5,15707,1316,118,2772
clothes,1,99,25923,1931,193,2773
kitchen_utensils,2,15,18799,1169,128,2774
other,3,20,987,489,0,2775
furniture,3,89,19992,452,13,2776
kitchen_utensils,1,83,3147,202,8,2777
kids,4,83,5784,1854,148,2778
furniture,4,98,11008,428,17,2779
furniture,4,18,8926,1397,0,2780
other,3,57,19200,478,33,2781
kitchen_utensils,4,71,27352,51,0,2782
clothes,2,47,23967,17,2,2783
kids,2,97,16588,595,65,2784
furniture,4,1,5454,1317,250,2785
clothes,2,61,26660,537,37,2786
kids,3,60,10624,627,12,2787
other,2,31,19137,563,22,2788
kitchen_utensils,2,2,6114,1827,310,2789
furniture,4,48,9610,1480,162,2790
furniture,3,92,28992,141,21,2791
clothes,4,93,29934,1007,80,2792
clothes,1,12,12394,1944,38,2793
kids,2,50,29498,549,0,2794
clothes,4,58,28978,1260,126,2795
kids,4,99,12811,395,63,2796
kids,2,19,27900,275,35,2797
other,4,58,21651,150,6,2798
other,2,48,22880,1168,175,2799
other,1,63,10621,627,43,2800
kitchen_utensils,1,90,18476,574,103,2801
clothes,4,19,24283,32,1,2802
other,1,64,1955,859,85,2803
furniture,3,48,10514,439,8,2804
furniture,3,17,26682,1472,206,2805
other,1,49,3630,1971,0,2806
kitchen_utensils,2,53,15617,845,135,2807
furniture,3,29,11302,1581,205,2808
kids,3,78,13496,488,9,2809
kitchen_utensils,1,20,4530,1116,44,2810
clothes,2,55,19600,1990,338,2811
kitchen_utensils,4,38,18164,270,8,2812
furniture,3,95,4977,1457,0,2813
kitchen_utensils,3,24,20787,399,51,2814
other,3,78,21020,375,56,2815
kids,3,53,16174,195,29,2816
kids,2,55,5939,534,32,2817
kids,1,46,18915,1769,159,2818
furniture,3,21,10899,241,7,2819
kids,3,85,28537,28,0,2820
kids,3,33,26779,751,120,2821
kitchen_utensils,1,63,20539,1955,273,2822
clothes,3,81,23081,1177,35,2823
furniture,1,9,26837,1158,0,2824
other,3,82,6435,655,45,2825
other,4,39,27831,1989,179,2826
other,4,18,27184,1656,264,2827
furniture,2,31,14652,1570,94,2828
furniture,1,92,16214,555,0,2829
furniture,3,4,15127,265,18,2830
clothes,2,12,28780,81,0,2831
kitchen_utensils,4,4,12807,1510,226,2832
other,3,23,20460,1940,291,2833
clothes,4,40,27908,433,21,2834
kitchen_utensils,4,56,6804,574,28,2835
kids,3,54,6193,784,86,2836
furniture,4,90,5285,610,109,2837
clothes,2,57,12477,1510,166,2838
clothes,3,65,31156,1991,79,2839
other,2,62,17104,1410,126,2840
kitchen_utensils,2,69,22443,42,7,2841
kitchen_utensils,4,84,25587,1748,104,2842
kids,1,83,16036,621,0,2843
clothes,1,29,22100,1598,111,2844
furniture,1,92,18237,956,9,2845
kids,3,50,26211,30,4,2846
other,2,92,24200,710,42,2847
kids,2,26,20943,605,54,2848
clothes,2,52,12432,1582,110,2849
other,3,49,3527,630,119,2850
kitchen_utensils,4,1,12740,153,15,2851
clothes,2,12,11869,1564,281,2852
furniture,2,55,31786,1992,39,2853
kitchen_utensils,3,24,27922,1285,205,2854
clothes,2,91,31677,113,3,2855
clothes,4,70,11819,1810,18,2856
furniture,1,52,16328,1450,174,2857
clothes,1,2,2281,181,1,2858
furniture,4,41,2857,837,50,2859
clothes,3,31,15365,1602,112,2860
kids,3,48,4386,843,101,2861
kids,1,66,14777,1178,200,2862
other,4,77,10002,1170,198,2863
kids,2,92,4767,1086,184,2864
kids,3,12,21187,1885,358,2865
kitchen_utensils,3,56,7767,806,0,2866
furniture,2,6,14111,1674,318,2867
furniture,1,50,3132,1148,126,2868
kids,1,66,21166,1330,13,2869
kids,3,43,7097,793,63,2870
furniture,4,45,11640,1233,98,2871
other,3,74,11926,1941,194,2872
clothes,1,89,26519,1612,209,2873
other,1,1,18941,609,103,2874
furniture,3,26,29477,1161,150,2875
kids,1,9,11572,1144,217,2876
furniture,2,84,5547,1562,93,2877
kids,3,86,10673,429,72,2878
other,3,32,1694,1128,146,2879
other,3,0,4343,1795,215,2880
kids,1,1,27981,1131,33,2881
other,4,81,30019,1458,72,2882
kitchen_utensils,3,65,300,684,47,2883
other,4,79,26012,59,10,2884
furniture,4,70,21905,1257,150,2885
furniture,1,0,29177,5,0,2886
kitchen_utensils,2,62,19186,1090,87,2887
clothes,3,83,11444,743,66,2888
furniture,3,43,7605,529,37,2889
furniture,3,30,24049,487,87,2890
clothes,4,5,6147,448,71,2891
kids,2,85,26548,1771,318,2892
clothes,4,75,18621,690,75,2893
kids,4,94,21137,880,79,2894
kids,3,23,20646,1661,282,2895
clothes,3,14,16129,1794,179,2896
clothes,2,99,10306,253,5,2897
kitchen_utensils,2,80,27066,1410,197,2898
clothes,2,32,4078,1569,15,2899
kitchen_utensils,4,98,25289,1661,166,2900
other,4,64,29922,1945,369,2901
furniture,1,84,8510,520,0,2902
clothes,3,96,372,1417,28,2903
other,1,62,6692,1582,126,2904
furniture,4,69,12437,20,0,2905
furniture,2,27,14929,351,42,2906
kids,1,97,1335,489,4,2907
other,3,29,4288,939,178,2908
clothes,3,98,20711,818,147,2909
furniture,1,12,22623,303,48,2910
furniture,3,49,12687,1235,111,2911
other,4,83,25534,1621,291,2912
kitchen_utensils,1,80,15756,1269,241,2913
kids,4,61,5552,1917,249,2914
other,3,30,10173,1046,62,2915
kids,4,57,9290,1846,350,2916
clothes,2,64,15450,770,15,2917
furniture,3,77,1449,1390,194,2918
other,3,73,16956,643,122,2919
other,2,7,3524,1016,172,2920
furniture,1,59,11983,889,71,2921
clothes,1,54,14947,1386,235,2922
clothes,2,83,7266,262,49,2923
kitchen_utensils,2,11,29512,439,61,2924
furniture,3,18,3893,1461,204,2925
kitchen_utensils,2,84,23525,435,69,2926
other,1,62,8201,1889,94,2927
clothes,4,78,18072,1117,22,2928
furniture,3,77,24726,820,123,2929
kids,3,97,5343,1870,205,2930
other,3,69,25841,1730,294,2931
clothes,2,42,7718,516,41,2932
clothes,4,66,10406,1551,31,2933
clothes,1,21,24299,549,21,2934
furniture,3,41,6953,623,99,2935
kitchen_utensils,3,47,27554,650,32,2936
clothes,1,89,27555,1838,73,2937
clothes,2,87,10214,383,68,2938
kitchen_utensils,3,27,9663,857,17,2939
kids,1,66,4799,1108,132,2940
furniture,2,71,11954,1957,176,2941
clothes,1,70,28862,184,3,2942
kitchen_utensils,4,32,29007,1156,57,2943
kitchen_utensils,2,71,31129,467,88,2944
clothes,3,71,20187,792,150,2945
kids,3,20,10308,1711,68,2946
kids,3,96,29969,1880,300,2947
kids,3,17,14730,478,33,2948
clothes,2,98,31609,783,46,2949
other,1,56,16309,288,8,2950
clothes,2,11,30108,1408,225,2951
kids,1,80,15272,1889,170,2952
other,4,9,20707,1701,119,2953
clothes,4,81,10177,1565,234,2954
kids,2,75,20084,1024,81,2955
clothes,1,83,17931,682,34,2956
furniture,2,11,6760,1427,185,2957
other,1,62,24758,1770,141,2958
clothes,4,4,3062,144,4,2959
clothes,2,63,13295,300,45,2960
clothes,1,77,21848,1183,47,2961
kids,4,94,19658,907,145,2962
other,3,62,23729,374,7,2963
kids,4,87,19037,1725,51,2964
kitchen_utensils,3,79,13747,1030,123,2965
other,2,88,21592,1516,197,2966
other,1,70,21903,550,60,2967
other,3,81,14454,1987,19,2968
kids,2,95,26177,1982,118,2969
kitchen_utensils,2,59,15959,721,21,2970
kitchen_utensils,4,14,18446,489,4,2971
kids,4,98,5590,301,30,2972
other,1,91,6243,1670,250,2973
kids,4,90,18804,971,135,2974
kitchen_utensils,4,90,6680,236,23,2975
furniture,1,15,6865,569,91,2976
kitchen_utensils,4,93,800,1620,291,2977
furniture,1,63,29948,1638,32,2978
kids,2,0,23852,301,18,2979
other,4,84,11042,726,108,2980
kitchen_utensils,3,18,28517,949,56,2981
kids,3,32,6964,1923,269,2982
clothes,1,40,29981,1700,85,2983
furniture,4,30,12912,1422,99,2984
kids,4,87,25257,988,138,2985
furniture,1,91,22263,1136,90,2986
other,1,16,13189,1722,241,2987
clothes,4,14,11200,1944,194,2988
kids,2,23,19238,1549,0,2989
other,4,97,25513,1641,49,2990
other,4,90,7894,597,101,2991
kitchen_utensils,4,88,17634,1686,185,2992
other,4,14,19995,1253,175,2993
other,3,39,1400,1421,156,2994
clothes,2,74,3668,1794,197,2995
furniture,1,9,22532,1104,22,2996
other,4,5,7901,78,7,2997
other,2,99,9217,385,69,2998
other,2,86,25321,924,64,2999
kitchen_utensils,4,78,28892,1815,344,3000
clothes,1,20,27815,1955,175,3001
other,2,90,2661,868,130,3002
other,2,57,9384,1787,214,3003
other,1,30,21305,1426,128,3004
kids,1,39,30261,1088,97,3005
clothes,4,54,9679,972,58,3006
kitchen_utensils,1,94,14311,1951,195,3007
other,1,88,13070,1284,179,3008
clothes,1,63,29405,1220,146,3009
kids,4,15,30133,475,57,3010
other,3,69,18725,1376,165,3011
furniture,1,79,726,948,66,3012
other,1,80,13143,671,127,3013
kitchen_utensils,4,35,11043,1993,0,3014
kitchen_utensils,3,4,20418,1277,76,3015
