item_name-item_category,item_condition,item_postcode,item_status,user_lat_lng,userwhochangeditemstatus_id,item_datetime_posted,item_datetimechangeditemstatus,item_id
miscelaneaous-roller_skates,good_condition,10629,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307a64d0>],908,2023-02-20,2023-02-22,570
appliance-washing_machine,good_condition,14089,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307a6560>],981,2023-02-21,2023-02-24,571
musical_equipment-battery,good_condition,14050,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307a6890>],914,2023-02-22,2023-02-24,572
appliance-pan,medium_conditionbad_condition,14055,not_available,[<shapely.geometry.point.Point object at 0x7fb7307a6740>],959,2023-02-20,2023-02-23,573
furniture-table,medium_conditionbad_condition,13355,not_available,[<shapely.geometry.point.Point object at 0x7fb7307a6950>],801,2023-02-21,2023-02-26,574
lighting-lightbulb,good_condition,10587,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307a6830>],750,2023-02-20,2023-02-21,575
tech-desktop,medium_conditionbad_condition,10437,not_available,[<shapely.geometry.point.Point object at 0x7fb7307a6a10>],15,2023-02-21,2023-02-25,576
miscelaneaous-ironing_board,medium_conditionbad_condition,12623,not_available,[<shapely.geometry.point.Point object at 0x7fb7307a69e0>],309,2023-02-20,2023-02-26,577
miscelaneaous-picture_frame,good_condition,10589,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307a6ad0>],642,2023-02-20,2023-02-26,578
musical_equipment-piano,medium_conditionbad_condition,14169,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307a6b30>],57,2023-02-20,2023-02-25,579
appliance-coffee_machine,good_condition,10589,not_available,[<shapely.geometry.point.Point object at 0x7fb7307a6b90>],334,2023-02-19,2023-02-24,580
miscelaneaous-ski_skates,good_condition,12057,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307a6bf0>],904,2023-02-21,2023-02-26,581
appliance-stove,medium_conditionbad_condition,12105,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307a6c20>],557,2023-02-21,2023-02-24,582
lighting-lightbulb,good_condition,12555,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307a6cb0>],69,2023-02-22,2023-02-24,583
appliance-heater,medium_conditionbad_condition,10555,not_available,[<shapely.geometry.point.Point object at 0x7fb7307a6d10>],486,2023-02-25,2023-02-25,584
appliance-extractor_hood,good_condition,10777,not_available,[<shapely.geometry.point.Point object at 0x7fb7307a6a70>],578,2023-02-21,2023-02-26,585
appliance-sandwich_maker,medium_conditionbad_condition,13627,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307a6dd0>],325,2023-02-20,2023-02-26,586
miscelaneaous-ski_skates,medium_conditionbad_condition,10719,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307a6a40>],620,2023-02-20,2023-02-23,587
appliance-drying_rack,good_condition,12059,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307a6e90>],541,2023-02-22,2023-02-22,588
appliance-kettle,good_condition,12167,not_available,[<shapely.geometry.point.Point object at 0x7fb7307a6ef0>],281,2023-02-20,2023-02-22,589
appliance-pan,medium_conditionbad_condition,12163,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307a6f50>],526,2023-02-19,2023-02-20,590
furniture-sofafurniture-armchair,good_condition,13129,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307a6fe0>],974,2023-02-22,2023-02-26,591
appliance-heater,good_condition,12307,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307a4850>],129,2023-02-22,2023-02-24,592
appliance-heater,good_condition,13125,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307a7010>],818,2023-02-26,2023-02-26,593
tech-keyboard,good_condition,10249,not_available,[<shapely.geometry.point.Point object at 0x7fb7307a7100>],531,2023-02-24,2023-02-26,594
furniture-sofafurniture-armchair,good_condition,13437,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307a7190>],284,2023-02-22,2023-02-26,595
lighting-lightbulb,good_condition,10249,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307a71f0>],265,2023-02-22,2023-02-26,596
furniture-bookcase,good_condition,13507,not_available,[<shapely.geometry.point.Point object at 0x7fb7307a7250>],704,2023-02-23,2023-02-23,597
appliance-stove,good_condition,13405,not_available,[<shapely.geometry.point.Point object at 0x7fb7307a72b0>],536,2023-02-22,2023-02-26,598
lighting-chandelier,good_condition,10119,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307a7040>],909,2023-02-24,2023-02-26,599
furniture-bed,medium_conditionbad_condition,10787,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307a7070>],64,2023-02-20,2023-02-24,600
miscelaneaous-bicycle,good_condition,13059,not_available,[<shapely.geometry.point.Point object at 0x7fb7307a73d0>],253,2023-02-22,2023-02-26,601
furniture-cabinet,good_condition,12279,not_available,[<shapely.geometry.point.Point object at 0x7fb7307a70a0>],157,2023-02-22,2023-02-22,602
lighting-chandelier,medium_conditionbad_condition,10247,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307a7490>],159,2023-02-21,2023-02-22,603
shoes-manshoes,medium_conditionbad_condition,12437,not_available,[<shapely.geometry.point.Point object at 0x7fb7307a74f0>],576,2023-02-20,2023-02-22,604
appliance-refrigerator,good_condition,13591,not_available,[<shapely.geometry.point.Point object at 0x7fb7307a7550>],666,2023-02-21,2023-02-22,605
clothes-man_jacket,medium_conditionbad_condition,14197,not_available,[<shapely.geometry.point.Point object at 0x7fb7307a75b0>],258,2023-02-20,2023-02-25,606
tech-keyboard,good_condition,13051,not_available,[<shapely.geometry.point.Point object at 0x7fb7307a7610>],846,2023-02-24,2023-02-24,607
appliance-vacuum_cleaner,medium_conditionbad_condition,13055,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307a7670>],145,2023-02-24,2023-02-25,608
furniture-chair,medium_conditionbad_condition,10969,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307a76d0>],696,2023-02-21,2023-02-21,609
miscelaneaous-picture_frame,good_condition,13467,not_available,[<shapely.geometry.point.Point object at 0x7fb7307a7730>],112,2023-02-21,2023-02-26,610
miscelaneaous-picture_frame,medium_conditionbad_condition,10823,not_available,[<shapely.geometry.point.Point object at 0x7fb7307a7790>],709,2023-02-20,2023-02-25,611
musical_equipment-battery,medium_conditionbad_condition,13599,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307a77c0>],645,2023-02-21,2023-02-23,612
furniture-sofa,medium_conditionbad_condition,13159,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307a7850>],70,2023-02-22,2023-02-22,613
tech-phone,medium_conditionbad_condition,14089,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307a78b0>],369,2023-02-21,2023-02-26,614
clothes-woman_jacket,good_condition,10829,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307a7910>],954,2023-02-20,2023-02-24,615
appliance-dish_washer,medium_conditionbad_condition,14195,not_available,[<shapely.geometry.point.Point object at 0x7fb7307a7970>],402,2023-02-21,2023-02-26,616
tech-laptop,good_condition,10559,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307a79d0>],515,2023-02-22,2023-02-25,617
furniture-table,medium_conditionbad_condition,12161,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307a7a30>],619,2023-02-21,2023-02-22,618
appliance-pan,medium_conditionbad_condition,13055,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307a7a90>],573,2023-02-20,2023-02-22,619
miscelaneaous-ski_skates,good_condition,13403,not_available,[<shapely.geometry.point.Point object at 0x7fb7307a77f0>],571,2023-02-22,2023-02-26,620
appliance-popcorn_maker,good_condition,12627,not_available,[<shapely.geometry.point.Point object at 0x7fb7307a7b50>],698,2023-02-21,2023-02-22,621
tech-keyboard,medium_conditionbad_condition,12559,not_available,[<shapely.geometry.point.Point object at 0x7fb7307a7bb0>],563,2023-02-20,2023-02-20,622
furniture-chair,good_condition,10713,not_available,[<shapely.geometry.point.Point object at 0x7fb7307a7c10>],258,2023-02-20,2023-02-25,623
furniture-sofa,good_condition,13159,not_available,[<shapely.geometry.point.Point object at 0x7fb7307a7c70>],489,2023-02-21,2023-02-25,624
shoes-child_shoes,medium_conditionbad_condition,13347,not_available,[<shapely.geometry.point.Point object at 0x7fb7307a7cd0>],946,2023-02-21,2023-02-23,625
furniture-cabinet,medium_conditionbad_condition,12627,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307a7430>],369,2023-02-21,2023-02-23,626
miscelaneaous-plant,medium_conditionbad_condition,12309,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307a7d90>],980,2023-02-19,2023-02-20,627
appliance-kettle,good_condition,10967,not_available,[<shapely.geometry.point.Point object at 0x7fb7307a7df0>],267,2023-02-22,2023-02-25,628
furniture-mirror,good_condition,12207,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307a74c0>],569,2023-02-22,2023-02-24,629
clothes-child_jacket,medium_conditionbad_condition,12681,not_available,[<shapely.geometry.point.Point object at 0x7fb7307a7eb0>],278,2023-02-25,2023-02-26,630
miscelaneaous-books,medium_conditionbad_condition,10629,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307a7f10>],441,2023-02-21,2023-02-24,631
tech-laptop,medium_conditionbad_condition,12623,not_available,[<shapely.geometry.point.Point object at 0x7fb7307a6860>],92,2023-02-21,2023-02-23,632
musical_equipment-guitar,good_condition,13593,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307a7e50>],725,2023-02-19,2023-02-25,633
furniture-shoe_rack,good_condition,10439,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307a7f70>],129,2023-02-22,2023-02-25,634
tech-phone,good_condition,10783,not_available,[<shapely.geometry.point.Point object at 0x7fb7307a6d70>],970,2023-02-25,2023-02-25,635
appliance-blender,good_condition,12627,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307a4af0>],13,2023-02-20,2023-02-21,636
appliance-dish_washer,medium_conditionbad_condition,10777,not_available,[<shapely.geometry.point.Point object at 0x7fb7307a7fa0>],826,2023-02-20,2023-02-24,637
furniture-bedside_table,good_condition,12205,avaliable,[<shapely.geometry.point.Point object at 0x7fb7307a7220>],529,2023-02-21,2023-02-23,638
clothes-woman_jacket,medium_conditionbad_condition,13589,not_available,[<shapely.geometry.point.Point object at 0x7fb73060c250>],582,2023-02-20,2023-02-24,639
furniture-cabinet,medium_conditionbad_condition,10178,avaliable,[<shapely.geometry.point.Point object at 0x7fb73060c2b0>],921,2023-02-22,2023-02-26,640
tech-desktop,medium_conditionbad_condition,13086,not_available,[<shapely.geometry.point.Point object at 0x7fb73060c0d0>],812,2023-02-20,2023-02-21,641
musical_equipment-guitar,good_condition,12045,not_available,[<shapely.geometry.point.Point object at 0x7fb73060c370>],94,2023-02-22,2023-02-23,642
miscelaneaous-plant,good_condition,13585,avaliable,[<shapely.geometry.point.Point object at 0x7fb73060c3d0>],331,2023-02-20,2023-02-23,643
miscelaneaous-bicycle,medium_conditionbad_condition,10779,avaliable,[<shapely.geometry.point.Point object at 0x7fb73060c430>],894,2023-02-21,2023-02-23,644
musical_equipment-guitar,medium_conditionbad_condition,14129,avaliable,[<shapely.geometry.point.Point object at 0x7fb73060c490>],87,2023-02-22,2023-02-24,645
appliance-washing_machine,medium_conditionbad_condition,14053,not_available,[<shapely.geometry.point.Point object at 0x7fb73060c4f0>],302,2023-02-21,2023-02-22,646
clothes-woman_clothes,medium_conditionbad_condition,12527,not_available,[<shapely.geometry.point.Point object at 0x7fb73060c550>],911,2023-02-22,2023-02-23,647
clothes-man_jacket,medium_conditionbad_condition,13593,not_available,[<shapely.geometry.point.Point object at 0x7fb73060c5b0>],445,2023-02-23,2023-02-25,648
tech-laptop,good_condition,13357,not_available,[<shapely.geometry.point.Point object at 0x7fb73060c310>],727,2023-02-24,2023-02-25,649
appliance-clothes_iron,medium_conditionbad_condition,10243,not_available,[<shapely.geometry.point.Point object at 0x7fb73060c1c0>],399,2023-02-20,2023-02-25,650
lighting-lighting,medium_conditionbad_condition,12527,avaliable,[<shapely.geometry.point.Point object at 0x7fb73060c6d0>],930,2023-02-21,2023-02-24,651
tech-desktop,good_condition,10409,not_available,[<shapely.geometry.point.Point object at 0x7fb73060c580>],97,2023-02-19,2023-02-26,652
appliance-coffee_machine,good_condition,13587,not_available,[<shapely.geometry.point.Point object at 0x7fb73060c6a0>],668,2023-02-19,2023-02-24,653
musical_equipment-battery,good_condition,14059,not_available,[<shapely.geometry.point.Point object at 0x7fb73060c7f0>],906,2023-02-19,2023-02-23,654
clothes-woman_jacket,good_condition,13599,not_available,[<shapely.geometry.point.Point object at 0x7fb73060c850>],669,2023-02-20,2023-02-22,655
shoes-manshoes,good_condition,14169,avaliable,[<shapely.geometry.point.Point object at 0x7fb73060c8b0>],246,2023-02-21,2023-02-25,656
furniture-sofa,medium_conditionbad_condition,12307,avaliable,[<shapely.geometry.point.Point object at 0x7fb73060c910>],616,2023-02-21,2023-02-23,657
appliance-blender,good_condition,13189,not_available,[<shapely.geometry.point.Point object at 0x7fb73060c970>],579,2023-02-23,2023-02-24,658
miscelaneaous-ironing_board,medium_conditionbad_condition,13089,avaliable,[<shapely.geometry.point.Point object at 0x7fb73060c9d0>],171,2023-02-25,2023-02-26,659
musical_equipment-guitar,medium_conditionbad_condition,10551,avaliable,[<shapely.geometry.point.Point object at 0x7fb73060ca00>],465,2023-02-25,2023-02-26,660
musical_equipment-contrabass,medium_conditionbad_condition,13597,not_available,[<shapely.geometry.point.Point object at 0x7fb73060c730>],122,2023-02-25,2023-02-25,661
appliance-stove,good_condition,14059,avaliable,[<shapely.geometry.point.Point object at 0x7fb73060caf0>],424,2023-02-22,2023-02-26,662
clothes-woman_clothes,good_condition,14055,not_available,[<shapely.geometry.point.Point object at 0x7fb73060c640>],878,2023-02-24,2023-02-25,663
musical_equipment-battery,medium_conditionbad_condition,10969,avaliable,[<shapely.geometry.point.Point object at 0x7fb73060ca60>],913,2023-02-26,2023-02-26,664
furniture-bookcase,good_condition,10625,not_available,[<shapely.geometry.point.Point object at 0x7fb73060cc10>],671,2023-02-24,2023-02-26,665
furniture-cot,medium_conditionbad_condition,10825,avaliable,[<shapely.geometry.point.Point object at 0x7fb73060cc70>],184,2023-02-25,2023-02-26,666
clothes-man_jacket,medium_conditionbad_condition,13158,not_available,[<shapely.geometry.point.Point object at 0x7fb73060ccd0>],682,2023-02-22,2023-02-26,667
musical_equipment-guitar,good_condition,12351,avaliable,[<shapely.geometry.point.Point object at 0x7fb73060cd30>],349,2023-02-23,2023-02-26,668
furniture-sofafurniture-armchair,good_condition,14053,not_available,[<shapely.geometry.point.Point object at 0x7fb73060cdc0>],743,2023-02-25,2023-02-25,669
miscelaneaous-plant,good_condition,10825,avaliable,[<shapely.geometry.point.Point object at 0x7fb73060c070>],959,2023-02-25,2023-02-26,670
appliance-kettle,good_condition,13505,avaliable,[<shapely.geometry.point.Point object at 0x7fb73060ce80>],293,2023-02-20,2023-02-22,671
furniture-bedside_table,medium_conditionbad_condition,12435,not_available,[<shapely.geometry.point.Point object at 0x7fb73060cee0>],170,2023-02-21,2023-02-26,672
musical_equipment-guitar,good_condition,13503,avaliable,[<shapely.geometry.point.Point object at 0x7fb73060cbe0>],377,2023-02-22,2023-02-23,673
appliance-extractor_hood,good_condition,12629,avaliable,[<shapely.geometry.point.Point object at 0x7fb73060ce20>],338,2023-02-20,2023-02-24,674
furniture-sofa,medium_conditionbad_condition,10315,not_available,[<shapely.geometry.point.Point object at 0x7fb73060d000>],296,2023-02-21,2023-02-22,675
clothes-woman_clothes,medium_conditionbad_condition,10715,avaliable,[<shapely.geometry.point.Point object at 0x7fb73060d060>],495,2023-02-20,2023-02-26,676
miscelaneaous-roller_skates,medium_conditionbad_condition,10779,not_available,[<shapely.geometry.point.Point object at 0x7fb73060cb50>],4,2023-02-23,2023-02-24,677
appliance-drying_rack,good_condition,10243,not_available,[<shapely.geometry.point.Point object at 0x7fb73060d090>],59,2023-02-20,2023-02-22,678
miscelaneaous-books,good_condition,13127,avaliable,[<shapely.geometry.point.Point object at 0x7fb73060d180>],813,2023-02-20,2023-02-26,679
lighting-lighting,good_condition,10435,not_available,[<shapely.geometry.point.Point object at 0x7fb73060d1e0>],728,2023-02-20,2023-02-24,680
miscelaneaous-carpet,good_condition,10179,avaliable,[<shapely.geometry.point.Point object at 0x7fb73060d240>],499,2023-02-23,2023-02-25,681
appliance-sandwich_maker,medium_conditionbad_condition,12589,not_available,[<shapely.geometry.point.Point object at 0x7fb73060d120>],152,2023-02-23,2023-02-25,682
furniture-sofa,medium_conditionbad_condition,12105,avaliable,[<shapely.geometry.point.Point object at 0x7fb73060d150>],693,2023-02-21,2023-02-25,683
clothes-woman_clothes,good_condition,12279,not_available,[<shapely.geometry.point.Point object at 0x7fb73060d360>],400,2023-02-24,2023-02-25,684
appliance-stove,medium_conditionbad_condition,12623,avaliable,[<shapely.geometry.point.Point object at 0x7fb73060d3c0>],566,2023-02-26,2023-02-26,685
miscelaneaous-baby_carriage,good_condition,10178,not_available,[<shapely.geometry.point.Point object at 0x7fb73060d3f0>],643,2023-02-20,2023-02-21,686
appliance-kettle,good_condition,10997,not_available,[<shapely.geometry.point.Point object at 0x7fb73060d480>],756,2023-02-22,2023-02-23,687
miscelaneaous-ski_skates,good_condition,13627,not_available,[<shapely.geometry.point.Point object at 0x7fb73060d4e0>],116,2023-02-22,2023-02-25,688
furniture-rollcontainers,good_condition,12279,not_available,[<shapely.geometry.point.Point object at 0x7fb73060d540>],273,2023-02-25,2023-02-26,689
appliance-kettle,medium_conditionbad_condition,10589,avaliable,[<shapely.geometry.point.Point object at 0x7fb73060d420>],146,2023-02-19,2023-02-26,690
miscelaneaous-ironing_board,medium_conditionbad_condition,12205,not_available,[<shapely.geometry.point.Point object at 0x7fb73060d450>],734,2023-02-20,2023-02-25,691
appliance-washing_machine,medium_conditionbad_condition,10315,not_available,[<shapely.geometry.point.Point object at 0x7fb73060d660>],863,2023-02-22,2023-02-26,692
furniture-cot,medium_conditionbad_condition,12103,avaliable,[<shapely.geometry.point.Point object at 0x7fb73060d690>],98,2023-02-23,2023-02-25,693
musical_equipment-contrabass,medium_conditionbad_condition,10999,avaliable,[<shapely.geometry.point.Point object at 0x7fb73060d0c0>],375,2023-02-20,2023-02-22,694
tech-keyboard,good_condition,14050,avaliable,[<shapely.geometry.point.Point object at 0x7fb73060d780>],748,2023-02-20,2023-02-21,695
miscelaneaous-plant,good_condition,13347,not_available,[<shapely.geometry.point.Point object at 0x7fb73060d7e0>],972,2023-02-23,2023-02-26,696
appliance-heater,medium_conditionbad_condition,10719,not_available,[<shapely.geometry.point.Point object at 0x7fb73060d840>],754,2023-02-24,2023-02-25,697
appliance-air_conditioner,good_condition,13469,not_available,[<shapely.geometry.point.Point object at 0x7fb73060d8a0>],289,2023-02-21,2023-02-26,698
appliance-pan,medium_conditionbad_condition,12103,not_available,[<shapely.geometry.point.Point object at 0x7fb73060d6f0>],600,2023-02-21,2023-02-25,699
miscelaneaous-bicycle,good_condition,13187,avaliable,[<shapely.geometry.point.Point object at 0x7fb73060d960>],567,2023-02-21,2023-02-22,700
furniture-cot,medium_conditionbad_condition,14165,not_available,[<shapely.geometry.point.Point object at 0x7fb73060d9c0>],535,2023-02-21,2023-02-23,701
clothes-woman_clothes,medium_conditionbad_condition,12437,avaliable,[<shapely.geometry.point.Point object at 0x7fb73060da20>],737,2023-02-21,2023-02-26,702
appliance-blender,medium_conditionbad_condition,10245,not_available,[<shapely.geometry.point.Point object at 0x7fb73060da80>],568,2023-02-20,2023-02-24,703
furniture-bookcase,good_condition,12559,not_available,[<shapely.geometry.point.Point object at 0x7fb73060dae0>],271,2023-02-21,2023-02-22,704
musical_equipment-sound_amplifier,good_condition,14197,not_available,[<shapely.geometry.point.Point object at 0x7fb73060db70>],613,2023-02-22,2023-02-26,705
furniture-chair,good_condition,13357,not_available,[<shapely.geometry.point.Point object at 0x7fb73060ce50>],687,2023-02-21,2023-02-24,706
musical_equipment-battery,good_condition,13051,avaliable,[<shapely.geometry.point.Point object at 0x7fb73060dc30>],449,2023-02-22,2023-02-26,707
furniture-mirror,medium_conditionbad_condition,12459,avaliable,[<shapely.geometry.point.Point object at 0x7fb73060d6c0>],970,2023-02-25,2023-02-25,708
furniture-cabinet,good_condition,14089,avaliable,[<shapely.geometry.point.Point object at 0x7fb73060dc60>],664,2023-02-24,2023-02-26,709
miscelaneaous-ironing_board,medium_conditionbad_condition,10717,not_available,[<shapely.geometry.point.Point object at 0x7fb73060dd50>],44,2023-02-20,2023-02-20,710
furniture-cabinet,good_condition,12047,not_available,[<shapely.geometry.point.Point object at 0x7fb73060ddb0>],285,2023-02-25,2023-02-25,711
appliance-pan,good_condition,13347,avaliable,[<shapely.geometry.point.Point object at 0x7fb73060de10>],689,2023-02-20,2023-02-25,712
appliance-drying_rack,good_condition,14059,not_available,[<shapely.geometry.point.Point object at 0x7fb73060dcf0>],378,2023-02-24,2023-02-26,713
appliance-popcorn_maker,medium_conditionbad_condition,13055,not_available,[<shapely.geometry.point.Point object at 0x7fb73060dd20>],487,2023-02-24,2023-02-25,714
furniture-sofa,good_condition,13627,not_available,[<shapely.geometry.point.Point object at 0x7fb73060df30>],292,2023-02-21,2023-02-25,715
appliance-popcorn_maker,good_condition,12435,not_available,[<shapely.geometry.point.Point object at 0x7fb73060df90>],708,2023-02-20,2023-02-22,716
miscelaneaous-books,medium_conditionbad_condition,12527,not_available,[<shapely.geometry.point.Point object at 0x7fb73060dff0>],593,2023-02-20,2023-02-23,717
tech-phone,medium_conditionbad_condition,13156,avaliable,[<shapely.geometry.point.Point object at 0x7fb73060e050>],429,2023-02-20,2023-02-22,718
clothes-man_jacket,good_condition,13088,not_available,[<shapely.geometry.point.Point object at 0x7fb73060e0b0>],782,2023-02-20,2023-02-21,719
appliance-dish_washer,good_condition,10435,avaliable,[<shapely.geometry.point.Point object at 0x7fb73060dc90>],559,2023-02-25,2023-02-25,720
shoes-child_shoes,good_condition,10407,avaliable,[<shapely.geometry.point.Point object at 0x7fb73060df00>],96,2023-02-22,2023-02-25,721
appliance-washing_machine,good_condition,10319,not_available,[<shapely.geometry.point.Point object at 0x7fb73060e1d0>],899,2023-02-21,2023-02-25,722
clothes-woman_clothes,medium_conditionbad_condition,12681,avaliable,[<shapely.geometry.point.Point object at 0x7fb73060e230>],585,2023-02-23,2023-02-26,723
miscelaneaous-plant,good_condition,10315,not_available,[<shapely.geometry.point.Point object at 0x7fb73060e110>],220,2023-02-20,2023-02-21,724
shoes-woman_shoes,good_condition,13129,not_available,[<shapely.geometry.point.Point object at 0x7fb73060e2f0>],990,2023-02-22,2023-02-23,725
miscelaneaous-roller_skates,medium_conditionbad_condition,12307,avaliable,[<shapely.geometry.point.Point object at 0x7fb73060e350>],310,2023-02-21,2023-02-22,726
clothes-child_clothes,medium_conditionbad_condition,12047,not_available,[<shapely.geometry.point.Point object at 0x7fb73060e3b0>],152,2023-02-19,2023-02-20,727
appliance-drying_rack,medium_conditionbad_condition,12279,not_available,[<shapely.geometry.point.Point object at 0x7fb73060e410>],944,2023-02-20,2023-02-23,728
miscelaneaous-carpet,medium_conditionbad_condition,14129,avaliable,[<shapely.geometry.point.Point object at 0x7fb73060e140>],728,2023-02-22,2023-02-24,729
furniture-rollcontainers,medium_conditionbad_condition,12685,avaliable,[<shapely.geometry.point.Point object at 0x7fb73060e290>],174,2023-02-23,2023-02-26,730
appliance-kettle,medium_conditionbad_condition,10623,avaliable,[<shapely.geometry.point.Point object at 0x7fb73060e530>],450,2023-02-25,2023-02-26,731
furniture-sofa,medium_conditionbad_condition,13589,not_available,[<shapely.geometry.point.Point object at 0x7fb73060e590>],262,2023-02-22,2023-02-25,732
appliance-pan,good_condition,12559,avaliable,[<shapely.geometry.point.Point object at 0x7fb73060e5c0>],355,2023-02-20,2023-02-21,733
appliance-clothes_iron,good_condition,12489,avaliable,[<shapely.geometry.point.Point object at 0x7fb73060e650>],539,2023-02-24,2023-02-24,734
furniture-cot,good_condition,12687,not_available,[<shapely.geometry.point.Point object at 0x7fb73060e6b0>],91,2023-02-19,2023-02-22,735
miscelaneaous-books,good_condition,13351,avaliable,[<shapely.geometry.point.Point object at 0x7fb73060e560>],78,2023-02-20,2023-02-25,736
appliance-vacuum_cleaner,good_condition,12689,not_available,[<shapely.geometry.point.Point object at 0x7fb73060e4a0>],896,2023-02-20,2023-02-22,737
appliance-coffee_machine,good_condition,13593,avaliable,[<shapely.geometry.point.Point object at 0x7fb73060e740>],792,2023-02-22,2023-02-26,738
shoes-manshoes,good_condition,12683,not_available,[<shapely.geometry.point.Point object at 0x7fb73060e680>],826,2023-02-22,2023-02-25,739
appliance-pan,good_condition,12689,avaliable,[<shapely.geometry.point.Point object at 0x7fb73060e890>],486,2023-02-24,2023-02-24,740
furniture-cabinet,good_condition,10319,not_available,[<shapely.geometry.point.Point object at 0x7fb73060e8f0>],410,2023-02-23,2023-02-26,741
appliance-heater,medium_conditionbad_condition,14050,not_available,[<shapely.geometry.point.Point object at 0x7fb73060e950>],758,2023-02-23,2023-02-26,742
miscelaneaous-baby_carriage,good_condition,12489,avaliable,[<shapely.geometry.point.Point object at 0x7fb73060e830>],639,2023-02-21,2023-02-25,743
miscelaneaous-picture_frame,medium_conditionbad_condition,13595,avaliable,[<shapely.geometry.point.Point object at 0x7fb73060ea10>],307,2023-02-19,2023-02-26,744
clothes-man_jacket,medium_conditionbad_condition,13059,avaliable,[<shapely.geometry.point.Point object at 0x7fb73060ea70>],228,2023-02-24,2023-02-25,745
appliance-sandwich_maker,medium_conditionbad_condition,13467,avaliable,[<shapely.geometry.point.Point object at 0x7fb73060e9e0>],789,2023-02-24,2023-02-26,746
miscelaneaous-baby_carriage,medium_conditionbad_condition,12627,avaliable,[<shapely.geometry.point.Point object at 0x7fb73060eaa0>],863,2023-02-20,2023-02-25,747
furniture-mirror,medium_conditionbad_condition,10707,avaliable,[<shapely.geometry.point.Point object at 0x7fb73060eb90>],927,2023-02-20,2023-02-25,748
shoes-child_shoes,medium_conditionbad_condition,12059,avaliable,[<shapely.geometry.point.Point object at 0x7fb73060ebf0>],544,2023-02-21,2023-02-24,749
clothes-woman_clothes,medium_conditionbad_condition,12623,avaliable,[<shapely.geometry.point.Point object at 0x7fb73060ead0>],866,2023-02-19,2023-02-20,750
lighting-lighting,good_condition,13593,not_available,[<shapely.geometry.point.Point object at 0x7fb73060ecb0>],620,2023-02-23,2023-02-23,751
shoes-woman_shoes,good_condition,12347,not_available,[<shapely.geometry.point.Point object at 0x7fb73060ed10>],159,2023-02-20,2023-02-25,752
appliance-popcorn_maker,medium_conditionbad_condition,12621,not_available,[<shapely.geometry.point.Point object at 0x7fb73060e770>],609,2023-02-21,2023-02-26,753
furniture-bed,good_condition,10783,avaliable,[<shapely.geometry.point.Point object at 0x7fb73060edd0>],716,2023-02-26,2023-02-26,754
furniture-sofa,medium_conditionbad_condition,10179,avaliable,[<shapely.geometry.point.Point object at 0x7fb73060ee30>],320,2023-02-20,2023-02-23,755
clothes-child_clothes,good_condition,13593,not_available,[<shapely.geometry.point.Point object at 0x7fb73060ee90>],590,2023-02-24,2023-02-24,756
tech-laptop,medium_conditionbad_condition,12349,not_available,[<shapely.geometry.point.Point object at 0x7fb73060eef0>],920,2023-02-22,2023-02-25,757
musical_equipment-battery,good_condition,10997,avaliable,[<shapely.geometry.point.Point object at 0x7fb73060eb60>],751,2023-02-23,2023-02-26,758
miscelaneaous-ironing_board,medium_conditionbad_condition,10717,avaliable,[<shapely.geometry.point.Point object at 0x7fb73060eda0>],244,2023-02-21,2023-02-24,759
