item_category,item_condition,item_postcode,item_available_timer,distance,n_views,n_likes,item_available
kitchen_utensils,good,12527,45,31274,582,58,0
clothes,poor,12159,43,6985,1376,110,0
kitchen_utensils,acceptable,12059,62,29157,1532,260,1
furniture,poor,13503,23,17103,1271,114,1
furniture,like_new,13465,88,26127,997,39,0
furniture,like_new,13129,31,16292,1489,253,1
other,good,10961,58,12275,702,77,0
furniture,poor,10997,48,16974,381,57,1
kitchen_utensils,like_new,12043,98,12616,1130,214,0
kitchen_utensils,good,13359,0,28942,1962,39,1
furniture,poor,12439,61,1941,353,3,0
other,like_new,12107,0,29383,859,42,1
kids,like_new,10707,78,5020,1164,93,0
furniture,good,10435,58,21475,1606,112,1
other,good,13353,96,3264,1491,89,1
kids,good,10119,43,23165,1761,281,1
kids,like_new,13357,43,5111,1499,179,0
clothes,good,13187,20,10557,1245,112,1
furniture,good,13355,52,24057,505,80,1
kids,like_new,12309,36,29669,978,88,0
kitchen_utensils,acceptable,13439,34,26299,1749,122,0
kitchen_utensils,poor,13057,20,12425,1339,241,0
kids,acceptable,12053,44,28878,24,1,0
furniture,acceptable,10781,8,30279,992,128,1
other,good,12105,42,18708,1568,172,0
other,like_new,10179,42,511,1942,58,1
kitchen_utensils,acceptable,13585,92,11279,692,41,0
furniture,poor,12163,23,4513,93,2,0
clothes,like_new,14053,82,20519,1383,110,1
clothes,good,12435,49,24480,1016,40,0
furniture,poor,10823,67,31874,1787,125,0
other,like_new,13055,47,8779,587,105,0
kitchen_utensils,good,13353,93,23151,493,44,0
other,like_new,13187,24,28456,1214,24,1
other,poor,10715,11,23108,211,29,0
kitchen_utensils,poor,10969,8,12178,1395,195,0
furniture,like_new,10178,10,23078,504,40,1
other,acceptable,13355,49,29317,1301,104,1
clothes,poor,12437,38,3933,1598,287,1
kitchen_utensils,like_new,10319,21,23974,1146,57,0
kitchen_utensils,acceptable,13627,90,13288,912,164,1
kitchen_utensils,poor,12247,22,9111,1391,153,0
other,like_new,13585,54,111,1135,192,1
kids,good,12351,24,15988,420,37,1
clothes,poor,10437,75,21051,969,87,0
clothes,good,12205,80,2469,331,13,0
clothes,poor,10707,83,13588,218,39,0
other,acceptable,10823,45,1002,605,24,1
other,like_new,12207,38,29759,738,66,1
other,poor,10365,87,17631,1106,77,0
clothes,like_new,10437,85,21865,1252,112,0
other,like_new,13129,22,1079,1555,139,0
kids,poor,10781,18,8964,530,84,0
furniture,like_new,12047,92,21714,680,34,1
clothes,good,10629,2,3424,1153,92,1
kids,poor,13158,58,9333,92,12,1
clothes,poor,13627,35,22100,618,30,1
other,like_new,12209,59,21873,1774,283,1
clothes,good,13359,90,22065,699,13,0
other,like_new,13125,41,2270,1571,251,0
kitchen_utensils,poor,14193,38,3455,1812,90,0
clothes,acceptable,13593,7,2207,208,10,1
kids,like_new,12109,88,24669,1214,133,0
furniture,poor,10319,81,3128,327,55,0
other,poor,12279,73,29224,1479,162,0
kids,acceptable,10713,40,13095,1548,108,1
kids,acceptable,13405,99,1528,1608,16,0
clothes,acceptable,12045,58,11682,468,32,0
clothes,poor,13587,73,18044,1831,91,1
other,like_new,12107,78,9276,1498,119,1
kitchen_utensils,good,10179,77,5341,1113,189,0
clothes,good,12347,69,17142,852,153,0
kids,acceptable,13629,91,21059,745,119,0
furniture,like_new,13086,20,151,1478,118,0
furniture,like_new,10783,78,11646,362,21,1
clothes,acceptable,12203,67,16516,1000,70,0
furniture,good,10589,34,363,609,42,0
other,poor,12627,38,11642,16,0,1
kids,acceptable,13359,93,19588,1142,114,1
kids,like_new,13407,49,14180,863,146,1
kitchen_utensils,acceptable,10623,27,16807,1200,108,0
other,like_new,13629,89,12229,803,96,0
clothes,like_new,10967,52,21629,440,52,0
kitchen_utensils,like_new,12101,32,31988,1557,171,1
kids,poor,12555,4,17645,1107,11,0
clothes,like_new,12053,48,19695,1684,0,1
kids,acceptable,12167,80,14875,1895,94,1
clothes,like_new,14050,20,24939,156,3,1
kids,poor,10179,63,30679,212,6,1
other,like_new,13405,11,6839,1918,153,1
kids,poor,13467,51,22891,1876,56,1
clothes,like_new,13059,14,30113,1728,34,1
kitchen_utensils,good,12685,79,23675,1744,139,0
furniture,poor,12249,53,25004,1011,40,0
furniture,poor,10243,76,21509,231,11,0
other,like_new,10997,5,17010,1263,25,0
other,good,12681,96,13193,503,80,1
kitchen_utensils,acceptable,10247,90,28960,69,7,0
furniture,good,14055,25,29999,1553,124,0
kids,like_new,10961,78,22655,1254,100,1
other,good,13403,50,18173,2000,320,0
other,like_new,10243,27,30611,432,73,0
clothes,like_new,12103,56,20889,594,29,1
kids,like_new,10557,59,6614,31,2,1
kids,poor,10437,14,3220,1822,145,1
kids,acceptable,10785,44,10084,224,35,1
kitchen_utensils,like_new,12167,29,19641,1223,48,1
other,like_new,13353,56,5529,18,1,0
kitchen_utensils,poor,12349,84,26220,732,21,1
kitchen_utensils,like_new,13593,9,26964,1586,237,1
kids,good,12053,42,8665,433,56,1
furniture,poor,13585,0,31085,1145,22,0
other,acceptable,13505,16,4940,65,5,1
kitchen_utensils,poor,10589,36,24991,1871,149,1
other,poor,13129,21,28001,1835,36,1
kids,like_new,14195,26,5599,358,25,1
kids,acceptable,10823,53,19154,627,56,1
furniture,poor,13059,87,24237,217,8,1
kids,poor,14165,58,17695,1416,240,1
kids,good,13465,81,1261,141,11,1
kids,poor,13057,11,30603,838,159,0
other,acceptable,13507,10,11046,350,52,1
clothes,poor,10999,89,9586,241,7,1
furniture,poor,10997,50,31212,1363,81,0
kitchen_utensils,poor,12526,96,9208,332,6,0
clothes,like_new,12103,96,16517,640,115,0
furniture,good,10243,34,6321,672,13,1
kids,poor,12049,82,31993,1211,205,0
furniture,good,10317,97,29383,1894,94,1
other,poor,13127,14,6395,1955,254,0
clothes,like_new,13349,28,15791,1367,41,1
clothes,good,10713,52,12386,151,0,0
clothes,good,10827,53,25333,1712,51,1
furniture,like_new,13057,96,20331,471,9,1
kitchen_utensils,like_new,13403,73,25601,1143,0,1
clothes,like_new,10823,2,12182,856,111,0
clothes,poor,14197,17,18874,1626,48,0
kids,like_new,12279,65,31103,1702,102,0
furniture,acceptable,13349,4,12100,1935,174,1
furniture,acceptable,12053,95,17264,1819,218,0
kitchen_utensils,good,14129,70,17872,560,72,0
other,poor,10779,42,149,1684,101,0
furniture,poor,12161,85,4484,1754,52,1
kids,poor,14109,79,15609,556,16,0
kids,good,10827,14,23321,1543,61,1
other,like_new,10709,65,7248,1033,61,1
other,acceptable,13125,1,20783,124,6,1
furniture,like_new,12351,98,4544,539,48,1
other,acceptable,10997,88,3395,1258,50,0
kids,acceptable,12049,78,16035,225,24,1
kitchen_utensils,acceptable,10315,88,7480,1925,269,0
kids,like_new,12621,14,12699,1349,80,1
clothes,poor,12167,78,4569,480,38,0
other,good,13509,3,20723,1484,207,0
kids,good,14197,58,24807,272,13,0
kids,like_new,12681,40,25084,1560,15,1
other,good,13437,19,5657,427,29,1
kitchen_utensils,poor,12169,3,18968,409,0,0
other,poor,10589,58,13315,1843,221,1
kitchen_utensils,like_new,13435,7,18237,807,80,1
furniture,acceptable,12057,67,18584,797,111,1
furniture,good,10969,50,24209,1632,228,1
furniture,good,10178,25,13781,1607,0,0
furniture,poor,12679,89,19914,1246,49,1
clothes,good,12205,79,28649,225,33,1
kitchen_utensils,poor,14129,5,21495,1765,211,0
other,acceptable,13349,36,26983,484,29,0
furniture,like_new,10969,44,13780,251,42,0
kids,poor,10825,90,16276,392,54,1
kids,good,10318,22,7021,1601,64,1
clothes,like_new,10369,25,30560,515,25,0
furniture,like_new,13405,24,16182,514,97,1
kitchen_utensils,poor,14195,28,4869,234,42,1
clothes,acceptable,10407,71,8159,300,54,1
kids,poor,10407,40,13753,12,1,0
clothes,like_new,12167,78,16331,1170,175,1
furniture,poor,10249,6,30751,1727,69,0
other,good,12526,8,28782,949,113,1
kitchen_utensils,acceptable,12347,11,3602,128,5,1
kids,like_new,14199,78,6499,1999,119,1
furniture,acceptable,10997,61,11459,1081,75,1
furniture,like_new,10409,42,13009,45,1,0
furniture,good,12619,85,27254,1169,81,1
furniture,acceptable,10627,50,5092,152,16,0
other,poor,12163,83,2932,1583,174,0
kids,like_new,13587,17,2751,1804,198,1
clothes,poor,10965,91,23631,585,17,1
other,poor,14129,35,11499,987,177,1
clothes,acceptable,10551,78,29339,1486,252,1
clothes,poor,14059,59,21793,612,67,1
kids,acceptable,12045,71,21639,121,13,1
other,like_new,12459,60,21447,1089,196,1
clothes,acceptable,12683,81,13619,754,0,0
kids,poor,12101,8,3665,208,2,0
furniture,good,12629,62,20238,1138,170,0
kitchen_utensils,poor,10625,44,21500,486,24,1
kitchen_utensils,poor,10967,54,27581,1084,151,0
clothes,acceptable,10997,31,28538,132,3,1
clothes,like_new,10777,70,15732,1461,277,0
clothes,acceptable,12557,76,23970,179,19,0
clothes,acceptable,12357,16,573,1203,72,1
furniture,acceptable,14197,57,7184,1152,103,0
other,like_new,14197,44,19934,1291,0,1
furniture,acceptable,12435,62,31871,1945,252,0
kids,good,10789,22,29877,980,107,1
kitchen_utensils,acceptable,14129,96,8751,650,97,0
other,acceptable,12167,1,13325,1987,357,0
clothes,like_new,14109,32,18744,465,69,0
other,acceptable,12305,90,16387,271,8,0
other,acceptable,10409,13,2735,368,22,0
kids,acceptable,13159,26,27608,276,5,0
kitchen_utensils,poor,12203,60,11279,1461,87,1
clothes,good,14053,96,12515,1788,35,0
kitchen_utensils,acceptable,10625,59,24663,1990,19,0
kids,acceptable,13347,57,5348,878,114,0
kids,good,10715,96,2210,1530,45,1
kids,good,10783,79,10481,599,95,0
other,good,10318,48,25232,1864,111,1
furniture,poor,10319,88,30627,899,17,0
kitchen_utensils,acceptable,13159,59,4726,1379,0,0
clothes,like_new,13627,86,16081,140,19,0
kitchen_utensils,acceptable,13591,58,17319,1628,48,1
kids,acceptable,12165,51,3469,132,13,1
clothes,like_new,14057,90,30401,687,48,1
kids,poor,12109,77,26519,1402,28,1
kids,poor,13469,50,2912,1011,192,0
kids,good,10249,71,28273,611,61,1
kids,like_new,10587,74,20510,307,0,0
other,like_new,13189,55,2968,73,12,0
kitchen_utensils,good,12527,88,14036,978,39,0
kitchen_utensils,like_new,10713,75,2933,246,39,1
other,good,10559,16,13029,256,7,0
furniture,poor,14055,91,28374,973,68,0
kitchen_utensils,poor,13053,37,13089,325,16,1
kitchen_utensils,acceptable,13587,98,2412,1806,288,0
kitchen_utensils,like_new,13127,25,8910,958,124,0
clothes,acceptable,12203,53,23895,1976,316,1
kitchen_utensils,acceptable,10713,86,25124,1701,85,1
kids,good,12307,14,15075,238,2,1
kitchen_utensils,good,14167,56,29979,1943,97,0
furniture,acceptable,10589,27,24033,1323,132,1
clothes,like_new,12209,51,26599,1551,232,1
clothes,poor,14055,95,5052,1013,81,1
other,like_new,14053,40,31564,1489,0,1
furniture,good,12163,89,8745,859,120,0
furniture,good,13467,26,28334,1520,228,0
clothes,acceptable,13503,23,10464,882,17,0
clothes,acceptable,13156,25,30997,535,0,1
clothes,poor,10787,63,17757,493,64,0
kitchen_utensils,like_new,12207,93,10595,412,0,1
other,poor,12167,16,3898,1937,309,1
clothes,like_new,14109,58,6582,1429,271,1
kids,poor,10178,3,4126,1189,59,1
furniture,good,13583,92,11828,169,15,1
clothes,acceptable,13583,9,11,227,0,0
kitchen_utensils,like_new,10559,48,10307,1495,74,1
kids,acceptable,10315,91,29350,179,3,1
other,good,13357,4,22630,990,168,1
furniture,acceptable,10178,55,22603,1135,204,0
other,like_new,10369,75,18318,439,83,0
kitchen_utensils,acceptable,12057,62,27234,109,1,1
clothes,poor,12247,2,6104,1678,16,0
furniture,acceptable,13088,84,6531,1014,10,1
kitchen_utensils,acceptable,13469,12,12925,1013,0,0
furniture,poor,13353,4,21032,1912,114,1
kitchen_utensils,acceptable,12169,7,15887,149,16,0
clothes,good,10315,66,9116,679,54,1
furniture,acceptable,14193,21,12419,91,10,1
kitchen_utensils,acceptable,13347,24,1232,497,44,1
clothes,good,10318,21,13858,1123,44,1
kitchen_utensils,poor,12057,22,17885,359,17,0
other,acceptable,14053,47,12967,785,86,1
clothes,acceptable,14057,52,15651,1829,237,1
kids,good,12619,54,16849,1582,94,0
clothes,poor,13465,49,20486,1642,147,0
kitchen_utensils,poor,13583,39,6247,1189,0,0
kitchen_utensils,poor,12047,8,28244,704,56,1
kitchen_utensils,like_new,10553,13,22324,770,15,0
clothes,good,12623,92,30998,98,9,1
kids,poor,13349,56,25775,1045,198,0
kitchen_utensils,poor,13357,6,28995,619,37,1
kids,like_new,10365,17,14722,1915,172,1
clothes,poor,10789,40,31034,93,10,1
other,acceptable,14195,99,23735,1607,16,0
clothes,good,10555,95,27301,1955,156,1
kids,good,12487,33,12727,843,25,1
clothes,acceptable,13355,68,304,270,24,1
other,like_new,13409,46,14553,1841,0,1
other,good,10967,38,17586,1618,129,0
furniture,acceptable,10829,69,30831,1516,181,0
furniture,acceptable,12555,9,22158,113,4,1
clothes,poor,14197,30,29917,318,41,0
kitchen_utensils,acceptable,12681,90,6978,1687,67,1
clothes,like_new,13465,65,27106,374,44,1
furniture,like_new,14052,75,31539,873,52,0
other,poor,13583,26,3140,71,13,1
clothes,like_new,14167,80,28651,6,0,0
kitchen_utensils,acceptable,10119,60,14382,320,22,1
kitchen_utensils,good,13505,70,31461,1126,56,0
other,acceptable,13629,94,11687,493,14,1
furniture,like_new,12685,11,30711,1384,193,1
clothes,poor,13505,14,19879,92,10,0
other,poor,12057,74,12291,751,75,0
other,like_new,13587,42,3561,187,13,0
kitchen_utensils,like_new,13591,95,8232,1911,133,1
furniture,like_new,13059,25,1404,64,7,0
kids,acceptable,10557,21,16257,1553,77,0
other,poor,14169,53,17224,1850,296,1
kitchen_utensils,good,12207,80,14949,207,6,0
furniture,acceptable,13505,95,4813,321,9,0
kitchen_utensils,like_new,12619,89,789,1503,270,1
clothes,poor,12689,15,22715,1598,191,1
kids,acceptable,10789,37,22703,1356,257,0
other,acceptable,13187,93,8696,215,30,1
other,poor,13156,2,20675,1128,22,1
clothes,acceptable,12055,43,13227,1300,234,0
kids,poor,14199,15,1745,1127,90,0
other,like_new,13159,90,2530,1611,241,0
kitchen_utensils,acceptable,13088,21,31989,1850,55,0
clothes,acceptable,12169,67,1516,1994,119,1
clothes,poor,10997,31,21141,1165,58,1
other,like_new,13469,35,4178,720,72,0
clothes,acceptable,12629,83,5810,1904,171,1
kitchen_utensils,poor,10119,98,24350,460,64,1
clothes,poor,10405,69,22484,1144,114,0
clothes,like_new,14195,79,8958,506,50,0
kitchen_utensils,acceptable,10829,82,19997,1398,251,0
kitchen_utensils,poor,12059,68,28632,1613,274,1
kitchen_utensils,poor,12437,34,1185,1815,290,0
furniture,good,12679,4,1680,1120,212,1
kids,good,12439,10,23053,1023,10,1
other,acceptable,10589,81,11184,951,152,0
clothes,poor,13127,76,19395,1716,308,0
other,poor,12165,60,1290,1671,300,1
kids,poor,13355,50,14901,364,0,0
other,good,13591,65,16908,1891,0,1
furniture,good,10829,95,29686,876,113,1
other,poor,12355,71,23497,516,46,0
clothes,like_new,14195,2,21133,625,100,1
clothes,acceptable,13599,83,12704,1222,183,0
kids,poor,14193,32,19777,1420,142,0
clothes,like_new,12683,90,31110,1751,35,1
kids,poor,14059,53,6664,1465,87,1
kitchen_utensils,acceptable,14195,15,12728,900,0,0
other,good,13599,16,9466,198,21,0
kitchen_utensils,acceptable,13599,66,19086,782,117,1
kitchen_utensils,like_new,10179,41,10014,780,124,1
kitchen_utensils,acceptable,13593,53,21470,1094,131,0
kitchen_utensils,poor,13597,25,16362,1180,200,0
clothes,good,12524,60,10380,178,33,1
furniture,like_new,12359,8,31547,1778,124,0
kids,like_new,13159,70,23010,1518,91,0
other,acceptable,12163,13,1894,1216,218,0
furniture,good,10315,42,26071,1988,238,1
kitchen_utensils,like_new,12437,74,18506,728,65,1
kitchen_utensils,like_new,10179,37,7658,1290,77,1
kitchen_utensils,good,13435,48,9088,1049,73,0
furniture,good,10623,43,12887,632,0,0
furniture,like_new,12309,24,23483,1179,106,0
kids,acceptable,14167,94,28961,464,27,1
kitchen_utensils,like_new,10777,26,1216,1266,164,0
furniture,acceptable,12357,72,2916,126,6,0
kitchen_utensils,acceptable,12279,44,20619,696,0,1
kitchen_utensils,like_new,10557,20,1778,850,136,1
clothes,acceptable,13409,67,14558,516,5,1
kitchen_utensils,poor,10627,18,11743,901,72,1
kids,good,12165,14,14158,572,5,0
furniture,like_new,13439,28,15305,1339,107,1
kids,poor,12487,27,26585,1318,13,0
kitchen_utensils,like_new,12059,31,8861,851,102,1
furniture,poor,10719,65,30034,1224,0,1
other,poor,10551,48,2623,920,147,1
other,poor,13507,3,19703,1317,223,0
furniture,poor,10589,80,19807,1994,319,0
furniture,acceptable,10707,59,21840,782,101,1
kids,poor,13407,45,13562,1333,93,1
clothes,acceptable,10827,69,16410,931,93,0
clothes,acceptable,10587,4,14383,1047,198,1
furniture,like_new,14193,92,30209,401,40,0
kids,like_new,12309,11,28584,1731,0,0
kids,good,13059,65,20427,1554,139,1
kitchen_utensils,acceptable,12307,31,3451,777,62,0
kitchen_utensils,acceptable,14109,79,23475,730,14,0
kids,like_new,13189,96,24273,344,61,1
clothes,acceptable,12205,42,8698,1927,38,1
furniture,good,13347,64,27374,815,114,0
kids,good,12687,78,17772,1313,223,0
other,poor,12459,32,20117,1168,35,1
kitchen_utensils,poor,10781,59,29547,321,3,0
furniture,poor,10589,29,8632,569,22,1
other,like_new,10623,67,10618,1466,102,1
clothes,acceptable,10555,2,30269,1327,79,1
kids,poor,10551,20,20868,631,37,0
kids,good,12627,77,27165,1132,203,0
other,poor,13059,11,6120,666,39,0
kids,good,14167,31,3765,1114,133,1
other,poor,10317,96,5758,879,52,0
clothes,good,12687,82,13598,689,62,0
other,poor,12203,95,10649,631,75,1
other,good,12101,34,28405,575,57,0
kids,poor,12587,80,3091,1399,153,0
kitchen_utensils,poor,12524,31,20545,1080,86,0
clothes,poor,10557,3,24342,1858,185,0
furniture,like_new,13599,63,341,1614,274,1
other,acceptable,12587,60,10183,1964,39,1
furniture,like_new,12277,58,31475,118,4,0
furniture,like_new,13129,38,28875,329,55,1
kids,poor,12623,9,22941,1648,164,0
other,poor,10623,38,31024,749,44,0
kids,acceptable,13597,91,1764,1389,152,1
kids,poor,10713,35,25064,1073,203,0
other,like_new,10555,84,5843,166,26,0
clothes,like_new,13156,68,23955,611,73,0
kids,like_new,12103,78,5616,51,1,1
other,good,12437,46,5584,1457,101,1
other,acceptable,10707,78,4031,202,32,0
kitchen_utensils,acceptable,10825,6,31546,1665,316,1
clothes,good,10555,48,20298,41,0,1
other,good,13595,45,25581,162,0,1
furniture,good,13351,2,31687,1105,143,0
furniture,like_new,10997,30,28397,1935,232,0
other,poor,12357,67,656,741,14,1
kids,good,14053,4,4811,1937,329,1
kids,like_new,13125,33,17932,1575,47,0
clothes,good,10999,1,26114,1650,82,1
kitchen_utensils,good,10787,74,3979,1538,123,0
furniture,good,12249,42,14147,153,22,1
kids,like_new,10319,61,18527,1888,56,0
other,like_new,10711,20,24979,1086,0,1
kitchen_utensils,like_new,10823,20,20796,702,133,0
other,acceptable,10319,49,21713,1825,346,1
other,poor,12277,72,21539,1473,29,1
other,poor,10249,92,18983,436,69,1
kids,like_new,10625,86,9050,505,40,0
furniture,acceptable,13599,11,1910,1186,23,1
kitchen_utensils,poor,10629,28,6377,1130,192,1
kitchen_utensils,acceptable,10719,87,2620,555,5,0
kitchen_utensils,acceptable,10315,44,10049,445,4,1
clothes,poor,13159,59,5931,1002,50,0
clothes,poor,10777,53,16476,930,18,0
clothes,poor,14195,68,5805,1488,89,0
other,poor,10627,12,13121,466,4,0
kitchen_utensils,good,13159,59,14604,1863,298,1
kitchen_utensils,good,14193,4,3794,1493,0,1
kids,acceptable,10553,26,8999,270,48,0
kids,like_new,12055,93,20128,1677,285,0
kitchen_utensils,good,10969,33,20390,125,15,1
furniture,like_new,12555,41,4633,1056,137,0
other,acceptable,13156,61,7448,144,0,1
furniture,good,14199,25,25541,1387,152,0
kids,good,12101,93,1266,1534,61,0
kids,good,10777,24,7166,1758,123,1
kids,acceptable,14055,6,24693,1715,205,1
clothes,poor,13189,64,1095,1396,13,1
clothes,poor,13353,57,9741,697,118,0
clothes,good,12099,76,10096,649,123,1
other,poor,12347,54,8000,378,41,0
clothes,like_new,10629,95,13068,1720,326,0
clothes,acceptable,12207,78,25796,209,12,0
clothes,like_new,10997,54,24783,1733,155,1
kids,acceptable,10623,29,17801,258,2,0
clothes,like_new,12051,65,8912,1263,126,1
other,poor,14053,43,18627,2,0,1
furniture,like_new,13159,72,18862,1225,12,1
other,poor,14089,27,21198,244,9,0
clothes,good,13189,89,29655,291,40,1
kids,like_new,13059,60,28711,548,27,0
kids,like_new,12685,22,24785,1749,87,1
furniture,like_new,12277,87,23535,221,0,1
other,acceptable,10555,61,11174,201,22,1
clothes,acceptable,13507,99,2004,1043,146,0
kitchen_utensils,like_new,10787,89,5753,152,3,0
other,poor,13507,84,21467,1877,93,1
clothes,good,10827,73,15716,1091,21,1
clothes,acceptable,13435,41,8733,1838,55,1
clothes,poor,10779,19,30695,971,87,0
clothes,like_new,12359,89,11722,263,31,1
furniture,acceptable,12557,83,7745,1815,127,0
clothes,like_new,12045,7,631,976,126,0
other,poor,13509,1,8910,826,132,1
kids,poor,13629,24,10513,916,64,0
kitchen_utensils,good,12105,48,5877,1231,61,0
kids,like_new,13629,61,7506,162,19,1
clothes,acceptable,12459,53,5211,1764,35,0
clothes,like_new,13409,65,13685,1942,310,0
clothes,acceptable,10178,57,13670,1941,19,0
furniture,good,12435,38,10548,891,17,1
clothes,poor,10789,33,19332,1189,35,1
other,like_new,10627,63,20694,1719,68,0
clothes,poor,12059,61,28808,1571,109,1
furniture,good,13403,58,16021,1714,119,0
other,like_new,13127,22,24060,498,39,1
other,poor,14057,36,10175,693,55,0
kids,like_new,10405,46,3360,1327,13,0
clothes,acceptable,13587,66,16373,1053,126,1
other,like_new,14129,44,22332,1366,81,0
kitchen_utensils,like_new,13627,64,2041,908,18,1
kids,acceptable,10779,85,20729,1128,203,1
furniture,poor,12679,10,13364,293,43,1
kids,poor,12679,80,20805,1242,49,1
furniture,like_new,13159,65,8041,148,19,1
other,like_new,14195,67,26522,1006,90,0
kitchen_utensils,like_new,13589,10,26873,955,133,1
other,poor,10717,75,31906,1973,217,1
other,poor,12351,78,18806,616,67,0
clothes,poor,14165,84,10885,713,49,0
kitchen_utensils,like_new,13409,68,684,1183,94,1
kids,acceptable,12053,19,14387,142,18,0
kids,good,12685,51,21709,805,0,1
furniture,poor,12685,30,10363,1498,269,0
furniture,like_new,10551,58,31841,1003,170,1
kids,acceptable,12357,40,29522,131,5,1
kids,good,13591,68,15171,1411,169,1
furniture,like_new,13409,71,25107,1781,89,0
kitchen_utensils,like_new,12347,4,5387,518,25,0
kids,like_new,14195,87,15354,1780,53,0
kids,poor,13599,43,20284,281,14,1
other,like_new,12619,14,4396,2,0,1
other,poor,13593,3,28598,1937,19,1
clothes,acceptable,14089,67,16193,33,3,1
kids,poor,12109,89,31515,1631,244,1
furniture,good,13597,73,24163,66,3,0
kids,poor,10627,70,9061,676,128,1
kids,good,12349,39,3057,509,25,1
kids,like_new,13629,11,8881,1138,147,1
other,poor,13353,96,9951,1944,291,1
kitchen_utensils,poor,14109,72,9885,923,55,1
other,good,12205,31,30830,222,22,0
kids,good,12203,50,20923,1775,124,1
kids,good,10317,73,12594,1258,150,1
furniture,like_new,12526,30,2885,308,15,0
furniture,acceptable,12159,96,28964,1691,304,1
kitchen_utensils,good,12439,16,8171,1587,301,1
furniture,good,13587,52,23929,1618,16,1
kids,acceptable,12165,71,10181,1251,25,1
clothes,poor,12101,7,2330,386,38,1
kids,like_new,12203,78,20791,1305,0,1
furniture,acceptable,14109,16,9050,1871,187,1
kids,poor,10997,35,22524,219,13,1
other,good,12109,42,21135,1852,296,0
kitchen_utensils,like_new,12105,36,8383,1268,76,0
other,poor,10777,45,12723,1781,17,1
furniture,like_new,12309,51,13161,192,28,1
kitchen_utensils,poor,13589,30,28021,454,36,1
kitchen_utensils,poor,10719,83,13655,81,14,1
kids,like_new,14169,17,26635,199,11,1
clothes,like_new,10827,50,29404,468,42,0
clothes,like_new,14129,58,14026,1204,48,1
kids,acceptable,12623,29,14127,1256,12,0
kitchen_utensils,poor,12589,55,11364,1324,185,0
furniture,good,10787,20,7083,309,15,0
kids,poor,12437,66,19019,40,2,0
kids,good,12307,88,24417,562,67,0
furniture,acceptable,12681,1,28415,356,10,1
clothes,like_new,12347,22,22257,264,39,0
furniture,poor,12555,93,3218,665,73,0
clothes,poor,10627,57,9935,914,91,1
kids,like_new,13355,57,19385,382,38,1
other,acceptable,14059,39,15806,144,8,1
clothes,poor,10439,35,31996,1563,265,0
furniture,poor,13051,98,22712,998,139,0
kitchen_utensils,good,14050,6,4035,546,54,1
kitchen_utensils,good,13469,75,24003,66,5,1
furniture,good,10963,71,15071,722,72,1
furniture,acceptable,12619,40,29857,1987,377,1
other,like_new,13156,5,2668,1015,30,1
clothes,acceptable,12043,10,6440,1147,149,0
other,like_new,12107,68,5186,1878,244,1
furniture,acceptable,13353,34,12189,303,33,1
clothes,acceptable,10719,0,29743,241,16,1
kitchen_utensils,poor,12687,19,1555,1135,22,1
kids,good,10823,99,19422,551,66,0
clothes,acceptable,12099,18,10806,1272,203,1
clothes,poor,10555,78,3045,213,40,1
furniture,acceptable,14059,78,3634,227,27,1
clothes,like_new,12059,66,3759,1773,177,0
other,acceptable,13405,38,17481,1190,59,1
clothes,like_new,10713,42,13332,19,1,0
other,poor,13359,89,15506,408,12,0
kitchen_utensils,poor,10367,52,21035,400,4,1
kitchen_utensils,good,10249,5,26925,98,15,0
kids,like_new,13347,47,30493,1946,116,0
kitchen_utensils,acceptable,12305,19,19064,235,9,0
other,like_new,10249,97,6355,1896,18,0
furniture,good,13599,88,31393,1138,56,0
clothes,poor,10553,19,21116,1613,274,0
other,poor,13405,78,20419,255,5,0
other,poor,13055,60,1533,139,20,1
other,acceptable,10589,94,22875,352,14,0
kids,acceptable,13585,77,2594,1346,107,1
clothes,acceptable,13403,43,20995,1817,127,1
other,like_new,12103,21,2117,1641,278,0
clothes,poor,13583,1,29045,860,68,0
clothes,good,12157,49,29501,1160,0,0
kids,poor,10629,81,9980,114,9,1
clothes,like_new,12203,69,23846,765,0,0
other,like_new,12627,36,11849,1733,103,1
clothes,poor,13583,86,31234,1394,27,1
clothes,acceptable,12169,47,12350,741,133,1
other,like_new,13051,45,15591,1411,84,1
kitchen_utensils,acceptable,12055,10,3633,170,15,1
furniture,like_new,12619,2,2580,221,4,1
kitchen_utensils,poor,12049,68,28490,1117,78,1
clothes,poor,12101,97,5143,1263,25,1
kids,good,13629,47,13539,1677,117,1
kitchen_utensils,like_new,10243,43,21060,1095,109,1
clothes,acceptable,10247,43,3307,734,73,0
kids,poor,10781,92,18426,312,6,1
clothes,like_new,12049,1,2764,436,34,1
furniture,acceptable,13437,42,14566,1992,239,0
furniture,poor,13465,94,25137,1993,179,1
clothes,like_new,14053,79,27408,334,30,1
furniture,acceptable,14052,47,21283,1671,233,1
kitchen_utensils,good,13051,18,10537,119,1,0
clothes,acceptable,10585,94,5092,1536,291,1
kids,like_new,13353,78,24209,346,48,1
kids,poor,12627,23,5537,1942,38,1
furniture,good,12307,95,351,591,47,1
other,good,12277,50,26623,585,93,0
kids,like_new,14167,68,26308,1181,188,1
kitchen_utensils,poor,13053,6,24069,964,173,0
kids,acceptable,10557,28,22520,213,40,0
other,poor,13507,27,10184,383,26,0
furniture,like_new,12163,90,12142,549,32,1
