item_category,item_condition,distance,item_available_timer,n_views,n_likes,item_available
5,1,5351,81,1042,83,0
3,4,842,27,943,0,0
4,3,15241,61,1968,334,1
2,2,16777,66,507,60,0
1,4,18188,36,1710,324,1
4,1,2027,94,800,120,0
2,4,27192,96,360,46,0
4,1,30063,25,13,1,1
4,4,24755,80,1534,214,0
5,2,6892,62,1400,252,0
4,4,29439,22,1522,289,1
2,1,29296,20,298,11,0
5,2,5982,62,1450,261,0
3,2,28906,97,744,7,0
4,2,23263,52,472,0,1
1,2,2222,33,1864,149,0
3,2,12252,1,973,48,1
5,2,28749,51,1309,248,1
1,1,10519,92,1489,104,1
1,1,3236,26,1020,20,1
2,1,18191,39,763,38,1
5,4,12416,53,916,18,0
4,4,26077,37,1735,104,1
4,3,3361,51,558,72,1
5,3,8233,31,894,53,1
4,4,22073,47,838,159,0
5,4,9951,67,119,1,0
1,4,14506,71,586,99,1
1,2,8896,74,683,40,0
3,2,6524,23,1272,89,0
5,4,6633,31,716,85,1
1,2,12695,7,1573,188,0
2,1,13092,1,1213,36,1
3,1,22890,48,901,54,0
4,3,18383,85,1883,320,1
5,4,1033,3,1570,235,1
5,2,9917,59,1534,15,0
5,3,6632,26,1365,54,0
5,3,27383,17,1444,216,0
1,3,23807,77,1665,133,1
2,4,17534,74,980,58,0
2,4,16020,3,786,7,0
5,3,12352,41,512,0,1
2,3,1360,38,1976,19,1
3,1,19797,7,1752,105,0
4,2,21420,38,1465,87,0
4,2,28583,81,1894,227,1
2,3,8812,19,1178,94,0
1,1,559,55,866,155,0
4,4,23551,34,1683,16,1
2,2,872,90,275,38,0
1,2,11954,93,561,106,1
4,3,29326,95,13,0,1
1,2,11142,23,552,66,1
4,2,8684,15,1925,365,0
1,2,17101,3,1779,142,1
4,3,26503,16,230,20,1
2,1,17794,50,1050,115,1
4,2,9122,81,1604,192,0
1,2,16467,71,234,42,1
5,4,22541,20,196,15,1
2,4,29935,39,818,114,0
4,1,11441,1,1596,303,0
4,2,16191,41,1403,112,0
3,4,16527,74,798,39,1
4,1,14275,88,1985,19,0
3,4,1235,90,1387,55,0
3,4,21626,62,707,42,1
2,2,15052,66,467,88,0
2,2,31711,71,1916,344,0
5,3,26777,93,948,37,1
5,1,31434,88,1803,198,0
5,2,28270,69,1539,46,0
1,3,18881,29,1656,149,0
3,1,4970,88,453,67,0
4,3,11044,73,1232,147,0
5,2,6264,87,173,22,1
3,2,8358,3,966,135,0
2,2,21223,15,49,4,1
4,1,28286,59,1493,0,1
3,1,20894,69,299,0,1
5,3,97,83,552,22,1
3,4,21337,65,722,129,1
3,2,10565,79,1806,36,0
1,4,13891,37,1755,105,1
3,2,3344,49,1515,151,1
4,3,24981,10,1971,354,0
4,1,19415,89,1499,89,1
3,1,28498,85,1071,21,0
1,3,19149,85,1965,117,0
5,3,11631,28,344,44,1
3,3,29648,89,1619,16,0
1,3,6099,64,387,42,1
2,1,29173,86,147,16,1
5,1,31452,95,1840,239,1
5,3,28315,76,1796,125,1
3,2,27599,5,950,38,0
5,3,21324,96,1365,95,1
2,3,5243,59,196,29,1
5,3,7300,15,1673,83,1
3,3,6143,35,1754,333,0
4,1,11896,72,146,21,0
5,1,31862,56,1085,75,1
5,2,24457,86,1527,183,0
5,2,8298,99,698,41,0
1,2,23856,80,523,20,1
4,4,9998,41,1912,363,1
5,2,6363,11,1378,234,1
2,2,17325,21,220,37,0
1,1,4082,2,1498,134,0
2,1,30121,1,303,51,1
5,3,13584,45,1523,289,0
5,3,15619,51,779,70,0
5,2,8674,73,499,59,0
2,4,7250,94,1075,129,0
4,3,23338,33,1483,281,1
4,2,13,66,494,69,1
4,1,9724,51,1831,36,0
4,1,19443,63,624,49,0
5,1,10222,99,328,62,1
1,1,16705,88,1207,193,1
5,2,19177,5,1699,84,1
5,2,12880,54,478,86,0
2,1,7364,73,837,159,1
4,2,2593,16,380,68,1
4,1,17369,70,1998,59,0
1,2,30922,62,769,15,1
2,2,15539,94,1241,24,0
1,3,19203,52,521,0,1
4,4,15036,21,1598,159,0
2,3,20033,93,537,64,0
3,3,218,20,397,11,0
1,3,18145,20,1694,67,0
2,2,22732,74,1256,188,1
3,3,21650,61,1354,203,1
3,3,30714,97,796,135,1
2,4,15606,52,1873,318,1
1,4,24339,65,1971,118,1
5,4,21804,31,1892,151,1
4,1,30033,60,1066,127,1
3,3,23371,50,1436,129,0
2,3,9484,52,533,31,1
4,3,28406,61,594,5,1
5,3,5471,4,846,109,1
4,1,29460,61,425,59,1
4,3,22595,81,560,11,0
2,1,10620,79,778,93,1
4,2,28802,73,1439,14,0
1,4,23945,20,1921,96,1
1,4,17276,25,672,60,1
4,4,12074,52,823,41,0
5,1,10176,33,706,35,0
1,4,8773,35,365,21,0
4,2,18652,33,1828,127,0
5,3,29385,98,138,26,0
2,3,9891,10,1493,164,1
1,4,24457,14,1010,40,0
2,1,17871,80,1870,112,1
3,1,5447,24,30,3,0
5,3,6625,7,537,10,1
2,4,5501,88,625,6,1
1,4,11134,6,226,13,0
1,1,25617,79,1166,81,0
4,3,28869,72,1697,322,0
2,4,18949,61,988,88,1
4,2,23337,0,319,57,0
1,3,26896,67,737,110,1
5,1,30603,84,1673,150,1
5,2,16961,0,136,23,0
5,4,6704,54,1631,228,1
3,3,14884,56,1802,198,1
2,1,8904,83,1908,209,1
5,3,27536,12,1846,184,1
5,2,4663,95,657,78,1
5,2,17660,47,1012,80,0
4,1,12926,1,240,24,1
1,1,29240,12,1805,270,1
1,4,20196,16,383,3,0
5,3,30574,32,1606,224,1
2,3,18087,62,1205,96,1
5,4,8532,91,235,44,0
2,2,13086,7,772,0,0
2,3,769,22,92,11,0
1,2,23027,60,341,57,0
3,3,6697,78,451,36,1
1,1,30324,33,894,44,1
5,4,28939,33,1259,25,1
3,4,25735,85,1765,211,1
2,3,17108,22,907,81,1
5,3,13101,36,1159,46,1
1,4,31487,8,371,14,1
5,1,29517,64,393,7,0
5,1,10882,75,883,0,1
5,1,21591,27,1674,16,0
1,3,1518,34,775,15,0
2,4,27173,92,645,6,0
2,2,31717,87,812,8,0
4,2,19015,16,1650,132,1
1,4,31406,52,91,6,1
2,3,17769,33,697,90,1
5,3,13456,22,1071,53,0
2,2,25544,13,347,58,1
3,3,7307,99,1801,306,0
2,2,17655,15,444,31,0
3,4,29027,77,967,164,0
2,2,15926,34,84,15,1
1,3,28176,1,1355,27,0
4,1,13953,97,1730,155,1
3,1,6401,67,939,178,1
2,4,14284,1,1356,13,0
2,4,13120,61,585,58,1
5,3,23375,31,1929,250,1
1,1,18391,78,460,36,0
4,3,14361,29,905,90,0
4,4,6550,10,1630,32,0
3,3,7057,89,1893,321,1
4,4,11309,3,1914,76,1
2,4,17866,23,433,56,0
5,3,5842,58,1457,43,0
3,2,24450,12,1008,131,1
2,3,2605,6,595,89,0
2,4,18524,23,576,69,0
2,1,29250,85,530,15,0
4,1,14789,56,873,69,1
4,1,6981,25,834,125,1
5,1,10195,70,826,132,1
1,1,20298,41,1568,78,0
4,4,29391,46,998,79,0
3,2,12321,65,835,108,0
4,4,31593,98,1369,191,0
5,2,15222,34,1099,175,1
5,4,3237,60,1353,13,1
2,2,29521,1,822,106,0
4,4,29731,23,82,9,0
1,1,11419,47,1689,320,0
1,1,28454,13,1231,135,1
4,4,21433,22,1302,104,1
2,3,26204,37,1154,103,1
3,2,23177,52,1622,291,1
1,1,28423,22,439,8,1
3,2,1079,33,1220,219,0
3,1,30949,22,1314,236,1
1,2,29063,79,35,0,1
4,2,11538,90,1105,22,1
3,2,25680,42,866,34,0
1,3,29502,42,187,11,0
1,4,11477,79,803,56,1
1,3,7646,72,230,32,1
4,3,18766,46,1412,240,0
5,2,19556,21,1159,220,1
4,2,8613,15,1535,245,0
5,1,4769,68,1204,180,1
3,2,28386,89,216,8,0
2,4,27476,64,437,21,1
2,4,2294,56,1598,95,0
4,1,22128,73,162,16,0
1,4,9449,73,1917,38,1
2,1,15056,76,1512,257,0
4,3,23229,38,1486,74,1
4,1,16090,89,161,27,0
3,4,16416,54,550,44,0
1,1,19484,56,1823,182,1
4,1,15102,46,1025,102,0
4,3,17085,65,1442,86,1
3,2,7820,82,1833,293,1
5,1,85,94,256,2,1
3,3,11803,69,1547,262,1
3,4,21286,11,1143,57,0
3,2,28727,25,761,76,1
5,2,8304,40,312,34,1
4,4,1650,21,1948,136,1
4,4,10544,30,813,81,1
2,2,16111,32,1366,68,0
2,3,22790,95,1020,61,1
3,4,21887,36,266,47,1
5,1,23631,95,1846,295,0
1,1,30196,28,1157,185,0
4,1,17227,51,1461,175,1
3,2,1948,8,492,44,0
2,2,14041,17,1390,27,0
4,4,28627,10,1110,210,0
3,3,2350,26,1080,32,0
5,3,6230,55,1482,133,0
1,1,11235,34,255,7,0
4,1,24011,77,852,25,0
4,2,27044,75,239,0,0
3,4,1931,21,1523,182,0
1,1,20716,5,316,41,0
4,3,22831,64,1648,16,0
5,1,6358,0,298,44,1
5,1,15137,39,1619,242,1
3,3,22718,88,1181,35,1
3,1,13573,10,519,46,0
2,3,26058,40,927,37,0
3,4,254,41,888,168,0
3,3,28846,37,1353,148,1
3,3,2140,39,923,92,0
5,3,27547,29,334,43,0
1,1,13035,0,1675,16,1
1,2,17060,7,672,100,1
5,3,11788,20,1233,172,1
2,1,4585,96,375,41,0
1,3,294,76,1487,0,0
3,3,5329,77,667,26,0
2,2,26576,8,66,8,1
4,2,17466,11,176,31,0
5,1,13751,94,1614,242,1
2,3,8046,50,417,29,1
1,1,14118,75,1015,50,1
2,3,16013,46,14,0,0
3,3,16280,52,1720,258,1
3,3,9967,29,1996,179,1
5,3,10450,21,1801,252,0
5,4,977,70,1752,280,0
2,1,23250,34,1020,153,0
5,1,19444,26,308,43,0
1,3,31850,52,1930,231,0
5,3,30312,1,26,3,1
3,4,25220,62,1087,43,1
4,3,7403,67,1138,34,0
1,1,24429,72,1423,99,0
4,4,4147,19,359,32,0
3,2,12164,95,617,80,0
4,2,19212,74,1250,237,1
2,2,31774,80,1842,36,0
2,1,20823,87,5,0,1
5,4,25778,69,1663,116,1
2,4,13887,18,176,8,0
5,4,29921,68,1059,169,0
1,1,7487,60,1325,92,0
1,4,9848,39,668,53,0
1,2,14748,82,1935,328,0
1,1,8078,53,1470,264,1
3,2,7051,94,1164,0,1
3,1,26857,56,43,7,0
1,2,9554,51,1368,0,1
4,1,24841,45,420,54,1
4,4,17714,29,1795,215,1
2,1,865,0,538,0,1
3,2,5525,77,1033,82,0
2,4,13062,63,1311,235,1
2,2,16809,54,1164,69,1
2,3,6375,90,427,21,0
4,3,3240,9,340,10,1
4,1,11068,68,590,5,1
3,3,11969,72,699,41,1
5,1,3208,39,1200,156,1
5,1,29442,32,655,91,0
4,1,2750,20,1173,175,1
5,3,27622,76,1680,117,1
5,2,10282,21,1582,174,1
2,1,21953,88,807,40,0
1,4,25482,8,1447,260,1
2,4,30677,11,186,27,1
3,2,7774,4,1541,30,1
5,2,1575,51,1749,34,0
3,2,29643,67,1415,14,0
1,3,15648,90,1362,258,0
5,2,14673,48,497,84,1
5,4,26594,59,61,11,1
3,3,8517,99,712,28,1
1,1,20431,52,270,32,0
1,1,30205,27,1973,157,1
1,3,29721,6,1581,300,1
3,1,17321,50,553,77,0
1,4,31340,12,498,59,1
5,3,25868,63,930,148,1
2,3,18207,64,1762,17,1
5,3,11535,67,636,19,1
3,4,13722,96,1971,256,1
4,1,4692,32,1891,321,0
1,4,14377,86,575,46,1
2,1,16593,72,969,174,1
2,3,13933,33,1336,53,1
2,4,6636,48,1362,95,0
1,2,7009,70,994,29,1
3,1,18589,29,622,80,1
4,3,8591,61,1076,53,1
2,3,28374,96,349,52,0
2,3,19679,97,1642,0,1
3,3,2198,82,1232,221,0
4,1,15344,90,880,105,1
1,1,11992,52,1734,0,1
4,3,12738,41,88,14,0
3,4,2799,83,1756,140,1
3,2,7873,98,204,16,0
3,2,11873,16,960,182,0
1,4,25671,17,128,23,1
2,3,7606,68,178,16,1
4,4,13730,86,675,6,0
2,3,24035,72,1873,93,1
2,1,27272,53,794,47,1
1,4,8669,98,1765,282,0
5,2,8691,49,13,0,1
4,4,23555,68,519,57,0
5,1,9238,3,737,110,1
1,4,10235,90,745,29,0
5,2,25802,85,152,7,1
5,1,15218,77,420,21,1
2,2,23507,78,1335,40,0
3,2,3517,92,1514,242,0
4,3,20264,67,746,141,0
1,3,12180,28,1721,103,0
1,4,23644,71,679,95,1
5,3,6103,85,109,6,0
3,1,26421,80,1185,47,0
4,1,2221,13,341,10,1
2,1,282,59,1217,109,1
3,1,24160,86,914,164,0
3,1,24714,71,388,7,0
4,4,18679,87,90,9,0
4,2,25239,30,239,40,1
2,3,7815,37,544,0,1
2,2,4579,37,1907,324,1
4,1,10384,5,1213,24,0
5,1,28426,65,1348,0,0
4,1,13173,76,1429,200,0
5,3,29638,84,1064,63,0
3,4,24308,92,98,15,0
2,1,9889,30,1607,64,1
2,3,30825,13,1782,106,0
5,2,20485,28,193,30,0
5,2,27905,86,44,0,0
3,4,6037,97,794,47,0
3,2,29094,67,1699,84,1
3,1,21932,17,1383,221,1
4,4,18170,54,1035,10,0
5,2,6668,22,565,5,1
2,3,18061,14,30,1,0
4,1,26434,46,14,2,1
4,2,20242,67,1610,96,1
4,4,23794,29,1101,77,0
4,3,31545,0,1295,168,0
5,4,27651,65,1124,67,0
1,1,15703,26,1510,271,1
3,4,5643,7,752,45,1
2,3,31881,95,1213,48,0
2,3,19083,37,1334,200,0
5,2,6006,96,1463,277,0
4,1,24460,93,473,56,1
1,1,3980,15,360,36,0
3,4,1217,52,1205,156,1
2,1,18009,89,767,99,1
2,1,19261,67,1585,15,1
2,3,25196,42,852,93,1
2,2,23188,7,754,45,1
4,3,15601,88,1591,79,1
1,4,28527,75,1108,88,1
2,1,10273,55,1150,34,1
2,1,16533,87,1465,219,0
2,4,26072,69,1740,0,0
5,4,974,76,1042,135,1
1,3,12782,6,1413,84,1
4,3,23652,11,949,18,1
1,1,2871,35,1048,125,1
5,2,22267,94,677,94,1
3,4,5596,88,844,126,1
3,2,2061,42,1956,254,1
5,3,10587,38,1468,176,1
3,3,25757,92,1872,149,1
5,3,12145,98,1644,279,0
2,3,11374,84,1890,321,1
4,3,30405,8,1020,40,0
2,1,8874,43,162,4,1
4,4,2676,96,845,143,0
4,2,896,15,1140,11,1
3,3,12417,34,1664,0,1
1,1,31788,59,1546,139,0
1,4,15936,32,601,96,0
2,1,8179,41,1930,231,0
4,4,15527,38,1266,227,0
4,4,20807,56,1942,97,0
3,1,13502,93,583,23,1
3,2,19240,40,1140,91,0
4,1,4002,4,729,80,0
1,1,10213,9,1928,115,0
4,1,1608,93,1820,327,1
5,3,2583,97,1275,153,1
5,4,18687,44,577,11,0
5,2,18232,27,1820,163,0
1,4,4919,4,641,102,1
2,2,13039,96,783,54,0
1,3,4141,48,448,53,1
5,1,31931,56,1300,117,1
4,2,17846,89,1212,181,1
3,3,6921,35,206,2,1
3,2,25010,73,844,59,1
3,2,1756,5,214,6,0
5,1,21963,62,1108,210,0
1,2,2981,20,818,98,1
1,1,21011,50,905,90,1
1,3,11797,65,798,143,1
2,1,6870,53,189,32,0
5,2,23127,64,317,28,0
5,4,30109,23,915,91,0
2,4,25579,84,563,0,1
3,4,1859,39,1848,92,0
3,1,19233,65,455,13,0
4,1,31113,65,251,10,0
3,1,8402,33,29,0,1
2,4,16852,19,327,16,0
3,4,8599,26,1245,74,0
5,2,26926,78,345,55,1
2,4,23675,66,264,39,0
4,2,28000,9,555,11,0
1,1,8995,81,82,13,1
4,4,6930,56,1535,107,0
2,3,19170,4,400,56,1
2,4,28879,12,874,122,1
4,2,2723,66,1921,96,0
3,2,19413,22,1322,13,0
3,3,27419,20,862,86,1
3,2,28595,74,1436,272,1
5,3,30224,80,1747,34,0
3,1,19937,29,1937,251,1
1,1,27526,8,1102,198,1
4,4,29861,92,939,56,0
3,1,19672,84,1645,65,0
3,2,16745,69,360,50,1
2,1,7440,94,1401,266,0
4,3,9585,32,1223,134,1
4,2,31449,89,990,118,1
1,2,24325,4,1274,229,1
1,2,20510,16,251,45,1
1,1,30218,4,233,23,1
5,1,4035,79,154,23,1
4,3,11628,1,497,79,0
4,4,11117,0,1129,33,1
3,3,56,49,1821,91,1
1,1,199,49,1939,349,0
5,2,25164,62,1879,300,1
4,2,1005,6,1068,106,1
5,4,24565,97,1532,214,0
3,3,17180,7,1632,81,0
3,4,29306,50,1451,101,1
5,4,24643,36,674,33,0
4,1,22703,25,465,23,0
1,3,6368,51,654,13,1
5,1,31788,16,1210,133,1
2,4,25868,40,983,108,1
1,2,20275,42,1247,224,0
1,3,25779,95,843,8,0
5,3,25695,55,1094,98,0
2,2,31243,5,1153,34,0
1,1,22456,55,1634,228,1
3,1,3225,49,583,34,1
3,3,10121,80,722,93,0
3,3,4966,22,707,56,0
2,2,15258,43,112,21,1
3,1,26656,47,842,8,1
4,3,12897,70,996,89,1
4,4,29429,51,1962,39,0
1,1,10965,79,235,44,1
2,2,18264,6,1768,247,0
4,4,17943,23,183,1,1
3,2,13809,99,1637,311,1
1,3,13410,30,1223,12,1
1,1,12442,33,711,35,0
5,1,25783,11,1703,0,1
5,2,8224,15,1551,186,0
4,2,379,23,789,118,1
1,2,3400,14,1526,91,0
2,3,9750,42,1802,126,0
1,3,18761,96,1589,15,1
2,4,26480,18,748,29,0
4,4,27428,71,222,6,1
1,4,7417,9,662,13,1
3,3,24923,15,1372,192,0
4,3,10178,58,404,16,0
5,1,12876,73,243,0,1
5,1,179,0,1367,123,1
4,4,30328,0,882,70,1
5,1,6709,28,1536,30,0
2,3,10120,32,913,164,1
4,1,9138,60,1696,322,0
5,3,25364,6,842,84,1
4,3,26399,75,1507,271,1
3,3,18271,75,580,17,1
2,3,25472,88,1047,52,0
2,3,13041,41,1987,19,0
1,4,2008,41,1236,234,1
2,2,21599,42,1251,87,1
3,4,5918,96,1477,236,1
4,2,18810,93,277,36,1
2,3,6440,84,1883,131,1
1,1,3414,63,1524,91,0
4,4,30456,1,1977,316,1
2,3,6871,23,1047,10,0
3,1,1666,72,1425,128,1
5,2,876,16,993,49,1
3,2,17244,85,473,28,1
4,4,6867,96,191,15,1
4,1,23455,93,948,75,1
2,1,462,0,1075,96,1
3,2,4854,68,921,128,0
5,4,21878,7,981,166,1
4,2,30614,13,1567,235,1
5,2,25483,49,1498,29,0
2,2,28329,3,265,23,1
2,3,28209,64,1406,196,0
2,3,19724,3,1689,101,1
2,3,16258,23,1884,113,0
5,3,22545,0,630,37,1
1,1,9805,63,702,105,0
4,2,16354,39,1209,132,1
1,4,8114,13,1729,224,1
2,2,5693,41,1062,10,0
3,3,8728,55,143,25,0
4,4,4632,4,427,38,1
1,3,9407,29,1871,205,1
4,4,24854,81,289,49,0
4,1,17861,6,777,108,0
4,4,8780,9,13,1,0
3,4,28371,20,1235,148,0
2,4,19427,68,1610,144,1
3,2,22676,51,773,77,1
5,2,5980,67,1816,0,1
3,1,27697,30,1475,280,0
2,1,19305,35,501,5,1
4,3,15567,12,334,43,0
4,3,781,65,1009,110,0
5,1,2240,37,145,0,0
1,2,21902,52,935,149,0
2,2,11806,57,1667,316,0
5,1,23316,12,130,9,1
4,3,16004,25,376,56,1
2,1,20860,10,1926,365,1
5,1,29338,63,1587,142,0
1,4,31011,14,1963,255,0
3,2,31029,55,1397,265,0
1,1,28050,60,1995,39,0
4,3,20713,27,848,59,0
3,2,16498,18,1029,0,0
3,1,9254,40,808,56,0
5,3,22442,89,1156,69,0
3,4,24611,93,1869,168,0
2,2,11774,3,14,1,1
4,1,8286,3,865,34,0
5,1,21517,8,1825,109,0
1,1,10671,89,795,7,1
5,4,722,44,1215,24,1
5,1,4700,18,579,28,1
4,1,19229,77,375,3,0
5,4,12074,34,1286,218,1
1,4,18848,6,1387,235,1
1,1,20641,80,1789,107,0
2,1,72,95,1687,269,0
2,4,30126,21,1703,0,0
4,3,11712,47,395,43,0
3,2,17852,20,725,65,0
4,4,21244,27,1479,281,1
1,2,18116,9,916,9,1
1,2,16907,87,541,0,0
3,4,12157,77,580,46,0
5,4,6846,87,656,39,0
4,2,7136,2,1703,119,1
1,1,28560,56,1865,298,0
2,1,25743,7,1257,100,0
4,3,24663,66,1071,10,1
3,3,26346,33,281,30,1
2,3,29578,36,1525,213,0
4,4,30529,1,797,63,0
4,1,21186,80,511,35,0
5,2,3918,71,290,37,1
2,4,15334,50,1810,235,0
3,4,4485,87,1351,229,0
5,1,16214,29,1563,281,1
1,3,12560,20,459,73,0
3,2,27260,55,1584,269,1
5,1,17948,29,192,9,1
5,1,28777,24,1873,37,1
2,4,18810,46,1685,50,0
5,3,24330,87,706,0,1
5,1,28650,75,1970,19,1
1,4,30370,83,1472,88,1
3,1,30883,0,1092,152,0
1,4,29529,61,510,86,0
5,4,30256,93,1350,148,1
2,4,9794,70,379,41,1
5,2,10962,96,256,7,0
3,3,30411,0,1867,112,0
2,1,912,97,36,3,1
4,4,22863,10,487,29,1
3,2,21695,3,182,14,0
1,1,17391,45,547,103,0
1,1,17882,19,1801,252,1
4,2,30575,59,1755,175,0
3,4,20602,47,517,67,1
1,2,9969,93,994,79,0
4,2,11078,40,1230,86,1
1,1,16986,62,649,116,0
2,4,10105,71,743,22,1
5,2,5968,4,1884,169,0
5,1,7043,15,299,56,1
1,4,14976,27,1813,290,0
1,3,13327,98,1813,253,0
3,3,12192,90,1896,132,1
2,4,14038,9,1467,176,0
3,1,22687,74,1279,153,0
3,1,17672,86,1736,52,1
2,2,20493,6,441,44,0
3,4,28917,91,455,22,0
2,2,16755,28,85,5,0
2,1,6268,38,345,0,1
4,1,12533,24,870,78,0
4,3,138,6,719,43,1
5,4,2914,8,217,36,0
4,1,2858,72,1492,268,0
5,4,4326,38,1263,75,0
3,2,18742,91,919,174,1
4,4,8642,75,393,55,1
5,1,22579,47,909,90,0
5,4,12770,9,242,0,0
5,3,26224,26,258,0,0
1,2,15340,96,1713,222,0
2,2,29975,98,571,0,0
4,1,21217,79,694,34,1
1,3,9333,12,34,0,0
1,4,1575,82,1754,298,1
5,4,15604,78,736,110,1
1,4,24908,78,1232,221,0
4,4,13869,6,989,89,1
2,1,13649,96,1709,205,1
5,4,18519,87,1472,235,0
1,1,17613,10,13,0,1
1,1,27796,12,941,9,1
3,2,27314,91,304,3,0
1,1,25445,16,1004,110,0
1,4,853,21,176,7,1
5,3,23013,74,101,6,1
2,1,16745,78,431,30,1
1,4,14350,49,46,3,0
1,1,28149,64,1669,133,1
3,2,24271,67,1639,245,1
5,2,16830,53,568,39,1
5,2,5909,20,1792,322,0
4,1,12771,9,156,15,0
2,3,1223,99,937,9,1
2,3,30895,32,753,15,1
5,4,24072,99,390,11,0
4,3,28109,30,427,81,1
1,2,11637,0,1634,196,0
5,1,26029,8,753,7,1
5,1,16023,5,1452,232,0
2,2,22804,70,407,16,0
5,1,18633,50,166,23,1
2,3,5429,19,234,21,1
4,4,10546,32,1781,213,0
3,1,10056,12,928,102,0
5,4,26040,19,935,130,1
5,3,12863,3,1688,202,0
3,3,13573,90,268,5,1
2,3,10563,48,40,5,0
1,4,400,66,860,120,0
3,3,3735,43,1921,230,0
2,2,11733,31,103,9,0
2,2,3504,79,121,8,1
3,4,5800,95,869,26,1
3,3,19549,33,1116,133,0
3,4,19711,53,1015,20,0
5,1,11996,9,282,39,0
2,2,30574,52,1601,112,0
1,1,3957,77,1727,241,0
5,1,23459,74,734,117,0
3,1,3405,82,1308,156,1
1,1,24843,18,550,5,1
4,4,31560,47,629,94,0
5,1,22099,21,1797,143,1
2,1,27889,75,1381,179,0
3,1,13793,56,1422,71,0
1,1,6395,30,284,45,0
3,4,15360,59,1320,145,1
5,3,31332,14,1497,59,0
5,2,12092,24,1798,71,0
1,3,8075,20,1590,63,0
5,3,8494,40,1239,24,1
2,2,31164,13,1961,176,0
1,1,23833,36,1160,81,1
1,4,4630,81,44,5,1
5,2,14306,26,876,140,1
4,2,10534,3,1732,17,1
5,1,19660,81,72,10,1
2,1,5668,42,1947,311,1
1,3,20960,17,1643,295,0
1,1,25582,57,807,121,1
3,2,23911,3,922,82,0
3,2,21302,39,374,63,0
5,4,19843,24,1945,311,1
5,3,9271,59,776,147,0
4,2,15530,42,1396,13,1
2,2,15172,53,163,30,1
5,4,28597,12,852,34,1
5,2,31466,71,297,2,0
4,4,26660,64,1430,214,1
3,4,1787,71,1067,64,1
5,1,16498,3,545,70,1
5,1,2897,17,1013,91,0
1,2,31217,66,1509,165,1
2,1,31942,49,1074,150,0
5,4,8892,37,321,57,1
1,4,9431,40,1401,0,0
4,1,1601,79,1569,235,0
4,1,3140,62,1962,372,0
4,4,6390,48,1681,285,1
5,1,24784,75,1437,244,1
2,4,6968,98,990,118,1
3,1,607,12,29,2,1
2,3,23051,18,1501,45,1
1,2,2629,99,1700,51,1
5,1,2679,53,1122,44,1
3,1,8299,50,438,26,0
4,2,6182,21,254,10,0
5,4,16844,14,105,7,1
5,2,30483,86,1128,90,1
4,1,18226,25,1384,249,0
5,2,1623,74,176,15,0
3,2,19731,61,309,6,0
3,4,13022,73,1185,0,1
3,2,7471,65,1261,12,0
2,3,21842,97,1167,186,0
5,2,1128,71,116,17,0
1,3,20138,33,876,0,1
3,2,16310,20,1107,143,1
1,3,5472,79,1898,265,1
5,4,2051,92,1425,242,0
5,3,23837,66,1350,67,0
3,1,27500,98,489,29,0
1,1,27091,6,683,54,0
1,2,9467,56,812,121,1
1,4,617,43,451,9,0
5,1,769,25,846,25,1
1,2,26554,65,42,0,0
4,3,16814,16,1498,44,1
1,2,27765,68,1206,84,0
3,3,21744,34,776,23,0
3,4,20417,74,412,32,0
3,4,3195,50,1454,189,1
4,1,28822,58,354,17,1
3,2,11307,18,773,54,1
1,2,10022,99,1706,221,1
2,4,31839,72,911,154,0
1,3,31343,66,961,48,1
5,3,3843,89,744,37,0
2,4,7330,1,1673,234,0
1,1,29094,15,1010,191,1
4,4,17068,53,716,121,1
3,3,30099,92,321,60,0
3,1,5785,89,17,0,0
1,3,11883,21,1341,160,0
1,3,8557,8,1383,207,1
4,4,28285,95,1925,96,1
4,4,31638,70,1134,45,0
4,4,15782,73,1589,301,0
3,2,20282,91,1975,98,0
3,1,30065,66,770,38,0
5,2,29090,35,1616,161,1
4,2,12912,29,1462,131,1
4,2,13169,49,399,27,1
1,3,6819,40,1927,38,1
1,1,22916,7,516,61,1
2,2,13312,45,1067,202,1
1,2,10720,21,415,45,0
2,2,5334,98,1020,81,1
4,3,18084,75,840,33,1
1,2,31664,63,1690,33,0
4,1,9497,25,280,30,1
4,4,15774,20,151,25,0
4,4,18964,79,1205,96,0
1,4,2616,22,974,29,1
4,4,26276,40,1235,222,1
2,2,15307,30,1643,16,1
3,4,6136,73,183,16,0
5,2,20332,24,49,5,1
4,4,22376,73,1780,231,1
5,1,5739,62,953,171,1
3,2,9196,57,219,6,1
2,4,16816,80,148,19,1
4,1,14246,53,1658,165,0
4,4,26384,61,710,127,1
3,2,15415,10,1869,205,1
4,1,27178,89,1377,96,1
2,2,24418,27,106,5,0
5,4,28062,1,1722,68,0
3,2,23218,24,1193,95,0
2,1,5399,68,1250,50,0
3,1,12657,70,719,43,0
3,2,3619,38,1033,165,0
4,2,8221,13,1716,326,1
5,2,21498,20,1740,243,0
2,2,31927,30,406,73,0
5,1,26439,90,1347,242,1
3,1,25673,17,500,50,0
4,2,27608,31,1269,215,0
1,3,19997,63,274,30,1
4,4,9476,0,1753,333,0
1,1,25453,99,1516,212,0
2,3,31871,12,1327,225,0
3,4,10662,54,1653,16,0
3,3,28817,55,100,4,0
2,2,14485,40,1131,180,0
3,4,9658,95,1514,90,1
5,1,17914,28,1976,98,0
