item_category,item_condition,item_available_timer,distance,n_views,n_likes,item_id
clothes,1,31,12859,481,48,7993
other,1,9,5737,1377,110,7994
kids,3,89,30611,1081,86,7995
other,2,1,5917,905,9,7996
kitchen itensils,4,32,7860,991,99,7997
furniture,3,6,31783,1667,283,7998
other,3,39,928,1784,338,7999
kids,3,49,22268,535,85,8000
other,2,51,4226,1019,122,8001
kids,4,33,9162,908,0,8002
furniture,1,50,7590,1115,33,8003
kitchen itensils,4,19,12498,1843,147,8004
clothes,1,23,17842,893,142,8005
other,2,99,16771,1448,188,8006
clothes,4,87,4266,1153,23,8007
other,4,91,24596,1603,208,8008
kitchen itensils,3,47,15722,571,62,8009
clothes,4,59,10802,595,53,8010
furniture,2,70,11708,321,28,8011
furniture,1,82,19590,151,25,8012
furniture,1,20,18944,763,83,8013
furniture,4,17,7708,1357,27,8014
kitchen itensils,4,25,27898,183,34,8015
kitchen itensils,1,91,30543,866,8,8016
kitchen itensils,1,17,27855,12,1,8017
kids,3,61,1114,1156,173,8018
other,3,69,13052,1337,40,8019
clothes,3,21,3182,1456,276,8020
other,2,26,21967,1723,241,8021
clothes,4,97,11405,1512,166,8022
kids,3,33,17768,805,128,8023
kitchen itensils,1,27,4732,1350,256,8024
clothes,3,31,23964,691,27,8025
other,2,91,5855,459,64,8026
clothes,2,58,22163,1130,158,8027
clothes,2,48,2648,460,0,8028
other,2,51,14437,168,30,8029
clothes,4,25,31648,256,12,8030
kids,4,24,844,292,11,8031
kids,3,74,28312,1238,86,8032
kitchen itensils,4,75,931,1954,136,8033
clothes,4,22,14180,1877,131,8034
furniture,1,82,28819,1779,231,8035
clothes,3,51,21610,1648,313,8036
other,1,2,21333,1861,74,8037
clothes,1,43,23519,285,34,8038
kitchen itensils,4,42,16932,1177,70,8039
clothes,2,94,29117,693,34,8040
kids,3,96,11610,1228,24,8041
furniture,4,75,10333,898,143,8042
furniture,1,5,9234,414,62,8043
kitchen itensils,3,28,7026,606,48,8044
other,3,64,2556,139,0,8045
clothes,2,25,22478,1319,237,8046
kids,2,16,22224,1858,241,8047
furniture,4,79,23296,866,147,8048
furniture,2,90,19360,248,39,8049
kitchen itensils,3,2,30503,226,2,8050
kitchen itensils,2,94,30077,1301,143,8051
kitchen itensils,1,71,8781,1225,208,8052
kids,2,48,18389,666,26,8053
clothes,2,33,20824,1826,182,8054
other,3,49,10862,1949,58,8055
other,1,58,9066,338,33,8056
kids,4,66,27045,1643,82,8057
clothes,2,68,1993,283,11,8058
other,2,20,25283,578,86,8059
furniture,2,63,12222,264,2,8060
kitchen itensils,4,30,15616,217,36,8061
other,3,60,24590,791,39,8062
other,3,44,13164,782,62,8063
furniture,2,18,7951,259,31,8064
kids,2,58,26284,1003,100,8065
furniture,4,46,18982,1793,322,8066
kitchen itensils,1,26,11344,273,49,8067
kids,2,28,18122,304,12,8068
other,1,4,30700,1488,208,8069
kids,1,75,5648,1993,179,8070
other,4,36,30415,1785,249,8071
clothes,2,80,1888,208,31,8072
clothes,2,61,28301,1859,316,8073
furniture,1,98,6037,37,5,8074
clothes,4,12,20409,917,0,8075
clothes,3,42,21456,1479,281,8076
other,1,8,18933,1454,218,8077
other,4,19,28288,528,10,8078
kids,1,29,10974,1146,0,8079
other,4,29,16167,430,12,8080
furniture,1,69,18742,797,95,8081
kids,3,71,4693,836,142,8082
clothes,3,11,23962,344,3,8083
kids,3,71,7076,1182,35,8084
clothes,1,61,6128,442,48,8085
clothes,2,25,15492,272,5,8086
kids,4,34,30523,1463,263,8087
kids,2,40,3066,1110,188,8088
kids,2,81,18653,925,27,8089
other,2,77,19323,1272,76,8090
kitchen itensils,3,14,5041,1766,141,8091
kitchen itensils,4,89,30782,604,36,8092
other,2,77,8408,1459,248,8093
kitchen itensils,1,99,21198,580,46,8094
furniture,3,96,2199,1593,15,8095
clothes,4,7,18472,567,62,8096
furniture,4,63,30724,688,55,8097
kitchen itensils,2,74,28979,1471,264,8098
other,4,75,11110,1209,169,8099
other,4,11,6596,1081,43,8100
clothes,3,54,13863,648,103,8101
kids,4,8,6559,356,56,8102
other,1,9,13413,1596,223,8103
clothes,2,36,10990,1812,181,8104
clothes,1,77,1451,1264,37,8105
furniture,3,93,24779,967,48,8106
clothes,4,31,7864,218,39,8107
clothes,2,26,21098,1584,0,8108
kitchen itensils,2,23,27696,1909,171,8109
kitchen itensils,3,30,18,152,13,8110
clothes,3,59,31751,181,23,8111
clothes,2,20,3786,694,48,8112
other,4,71,31750,827,57,8113
kitchen itensils,2,27,31284,1307,52,8114
other,3,87,26889,434,26,8115
clothes,2,89,1099,1960,196,8116
kids,4,45,19882,693,83,8117
kids,4,69,29185,501,10,8118
clothes,3,45,20243,1558,0,8119
furniture,2,33,24303,1059,127,8120
kids,2,62,9364,846,109,8121
kids,3,4,21360,1660,16,8122
clothes,1,42,10714,1739,243,8123
kids,2,90,3834,630,94,8124
clothes,2,56,529,661,33,8125
furniture,4,22,14986,1785,124,8126
furniture,1,77,28487,1254,87,8127
other,4,58,20900,430,30,8128
other,4,49,8091,769,61,8129
kids,2,59,31284,569,85,8130
kitchen itensils,2,15,1992,730,65,8131
furniture,2,55,25624,1453,58,8132
clothes,1,46,6946,1393,181,8133
other,3,30,5949,1529,168,8134
clothes,3,28,8240,1261,12,8135
kitchen itensils,1,53,28734,791,118,8136
furniture,2,50,12122,1837,349,8137
clothes,1,62,3343,823,8,8138
kitchen itensils,4,20,5861,880,8,8139
clothes,2,11,20243,923,46,8140
other,1,5,27342,1262,12,8141
kitchen itensils,3,21,22304,190,24,8142
clothes,3,0,9046,1122,67,8143
kitchen itensils,4,76,25998,268,0,8144
kids,3,13,8580,719,93,8145
kitchen itensils,1,95,23411,1802,162,8146
clothes,1,97,16794,716,85,8147
furniture,3,14,18012,1044,114,8148
clothes,4,69,15717,1332,119,8149
kitchen itensils,4,52,25805,1100,132,8150
furniture,4,98,3180,165,21,8151
other,1,48,26003,62,4,8152
other,3,60,30305,1572,172,8153
clothes,4,24,12314,1336,173,8154
kids,1,74,8034,1739,34,8155
kids,1,90,20053,1033,134,8156
kitchen itensils,1,31,8731,1336,187,8157
kitchen itensils,2,17,11066,1862,260,8158
furniture,3,24,621,1064,63,8159
kids,3,37,26522,1842,18,8160
kitchen itensils,2,94,13056,57,2,8161
clothes,4,99,16269,1576,63,8162
clothes,2,55,10971,1249,37,8163
other,2,32,11006,24,1,8164
kitchen itensils,3,92,1853,1428,114,8165
kitchen itensils,1,40,13986,998,179,8166
other,3,55,26677,1158,196,8167
kitchen itensils,1,96,9901,110,5,8168
kitchen itensils,2,63,31316,70,11,8169
kitchen itensils,2,80,13294,848,76,8170
kids,4,16,1755,353,49,8171
other,3,36,19001,1846,92,8172
other,4,10,348,807,121,8173
kitchen itensils,3,21,13707,1555,93,8174
clothes,3,19,6021,1878,18,8175
kids,3,64,23204,615,98,8176
kitchen itensils,2,4,6560,381,72,8177
other,3,77,13312,1131,90,8178
furniture,1,24,2592,1207,0,8179
furniture,1,81,16176,1518,0,8180
other,3,99,10768,421,75,8181
kitchen itensils,1,71,7276,1247,137,8182
kids,4,7,2911,1754,157,8183
furniture,2,6,15968,1147,57,8184
kitchen itensils,1,46,23043,1165,93,8185
furniture,3,11,21436,1620,194,8186
kitchen itensils,3,31,8943,130,11,8187
kids,1,88,10857,347,45,8188
other,3,71,20706,1462,116,8189
kids,2,19,24936,125,0,8190
kitchen itensils,3,18,26209,1821,218,8191
kitchen itensils,3,95,3735,95,0,8192
clothes,3,28,11582,1342,201,8193
kitchen itensils,1,69,29772,293,55,8194
furniture,3,95,4234,1368,95,8195
furniture,1,3,18917,1013,81,8196
clothes,3,90,26898,790,23,8197
kitchen itensils,1,84,24551,1113,144,8198
other,3,14,14380,1144,217,8199
clothes,2,1,9157,258,2,8200
kitchen itensils,4,27,3920,150,22,8201
kids,1,71,3824,1666,183,8202
kids,2,10,16305,1502,30,8203
other,4,33,19764,1637,98,8204
kitchen itensils,2,37,11260,46,4,8205
kitchen itensils,1,80,20510,688,123,8206
other,4,53,28923,588,11,8207
clothes,2,59,27067,75,6,8208
furniture,4,63,28255,511,97,8209
kitchen itensils,1,22,4039,1707,290,8210
kitchen itensils,3,28,13515,567,5,8211
kids,1,37,2133,619,105,8212
other,1,96,11914,1334,213,8213
furniture,4,86,16818,1401,70,8214
kids,4,53,21115,627,87,8215
furniture,4,21,3837,367,69,8216
kitchen itensils,3,76,29135,428,51,8217
clothes,3,91,7527,1177,223,8218
furniture,2,36,30262,828,8,8219
clothes,4,26,15616,132,0,8220
furniture,3,86,8265,1795,143,8221
other,4,3,2010,1177,223,8222
furniture,1,93,15999,1104,154,8223
furniture,3,62,30809,840,75,8224
other,3,89,3869,1777,159,8225
furniture,4,29,10574,1012,182,8226
clothes,4,16,8180,575,28,8227
kitchen itensils,2,92,13351,1431,157,8228
kitchen itensils,1,80,17182,944,18,8229
kids,4,38,1217,1855,148,8230
kitchen itensils,3,51,9660,140,1,8231
kids,4,68,6806,274,52,8232
furniture,2,61,25094,1517,106,8233
kitchen itensils,4,89,10864,231,43,8234
clothes,2,51,5779,1869,299,8235
kitchen itensils,3,20,5343,1960,117,8236
clothes,1,96,30432,292,11,8237
kitchen itensils,2,17,16162,1839,147,8238
kitchen itensils,4,71,4836,1005,90,8239
kitchen itensils,3,81,15394,451,22,8240
other,4,61,3286,1013,151,8241
other,1,86,24088,776,15,8242
kids,1,87,21436,930,55,8243
furniture,2,44,27339,160,11,8244
kids,4,37,23820,1015,60,8245
clothes,4,6,9342,622,18,8246
other,2,77,24055,98,12,8247
clothes,2,39,22486,396,23,8248
kids,2,38,2420,906,18,8249
furniture,1,35,2815,437,48,8250
kids,4,75,18443,1005,100,8251
clothes,3,51,7417,1492,268,8252
other,2,33,5362,585,76,8253
kitchen itensils,3,95,5270,805,8,8254
furniture,3,57,13922,879,140,8255
clothes,2,97,21765,713,135,8256
clothes,3,78,17050,125,1,8257
furniture,1,38,24598,1256,87,8258
kids,4,26,18840,344,51,8259
clothes,1,90,25699,1982,277,8260
other,4,1,4833,808,153,8261
furniture,1,36,3497,143,1,8262
clothes,1,77,3344,961,67,8263
furniture,2,24,3248,128,10,8264
furniture,4,84,21432,903,90,8265
clothes,1,88,17249,265,21,8266
other,2,51,20579,1174,187,8267
kitchen itensils,2,7,9653,219,10,8268
kitchen itensils,3,24,31523,1230,159,8269
kitchen itensils,2,20,14702,788,118,8270
kids,2,63,25551,153,9,8271
clothes,3,53,6894,345,37,8272
clothes,3,78,10621,1564,156,8273
other,2,36,27399,406,73,8274
clothes,1,95,6420,1114,178,8275
other,4,76,20878,20,1,8276
furniture,4,1,19385,1685,202,8277
other,3,69,26277,188,9,8278
kids,2,59,13724,1718,103,8279
clothes,2,3,21973,1571,141,8280
kitchen itensils,1,66,22123,1012,141,8281
other,1,21,20431,667,106,8282
clothes,4,31,1636,590,94,8283
furniture,3,33,12876,351,63,8284
furniture,4,3,8919,1988,39,8285
kids,4,22,5590,1621,16,8286
other,4,11,27827,1830,91,8287
kids,4,24,16906,847,42,8288
furniture,1,47,21007,611,103,8289
furniture,2,70,7484,1948,272,8290
kitchen itensils,1,90,19852,145,27,8291
kitchen itensils,3,47,14145,606,115,8292
other,2,88,23020,1156,184,8293
kitchen itensils,2,95,11016,768,69,8294
clothes,1,83,4722,353,24,8295
other,3,82,2151,1764,211,8296
kitchen itensils,1,52,3710,1709,68,8297
kids,3,46,15835,187,28,8298
other,2,7,30026,1685,0,8299
kitchen itensils,1,86,19771,1293,181,8300
kitchen itensils,1,26,2825,1865,186,8301
clothes,4,61,16528,1452,14,8302
kids,2,31,26978,1830,311,8303
furniture,1,6,24295,259,20,8304
kitchen itensils,1,87,1013,570,74,8305
kitchen itensils,4,99,5890,1473,206,8306
clothes,1,38,17500,1676,301,8307
kitchen itensils,1,23,24218,45,3,8308
kids,2,41,3615,1404,70,8309
clothes,2,58,27869,1705,102,8310
kitchen itensils,1,63,29062,764,137,8311
furniture,2,32,17755,811,105,8312
kids,3,8,16870,1437,0,8313
clothes,4,48,25684,22,0,8314
clothes,1,44,29895,1252,225,8315
kids,3,82,8663,1097,175,8316
other,2,48,31317,310,34,8317
kids,4,93,2094,485,38,8318
kids,3,87,5532,1186,142,8319
furniture,2,53,25721,646,45,8320
furniture,3,7,31663,199,33,8321
other,3,35,20530,727,0,8322
clothes,4,77,21006,961,28,8323
kitchen itensils,1,87,20368,1314,52,8324
furniture,2,32,17741,588,23,8325
kitchen itensils,1,5,6571,109,1,8326
other,4,24,10289,1817,36,8327
clothes,2,24,20177,1868,242,8328
clothes,3,38,18609,1788,339,8329
other,3,30,28973,146,1,8330
other,2,21,28306,1536,46,8331
furniture,2,81,16492,191,0,8332
kitchen itensils,4,62,31558,340,20,8333
kitchen itensils,1,52,1198,518,82,8334
clothes,4,26,24871,364,18,8335
kitchen itensils,2,77,188,965,19,8336
other,2,85,13110,1488,178,8337
clothes,2,23,31852,684,41,8338
kitchen itensils,1,77,2340,1148,137,8339
furniture,2,35,10726,1825,219,8340
clothes,4,78,16074,491,58,8341
kids,3,68,1492,333,16,8342
clothes,2,48,25399,1494,29,8343
furniture,3,12,22646,1923,57,8344
furniture,2,24,23815,1745,296,8345
other,4,86,408,63,10,8346
kitchen itensils,2,17,26513,1470,235,8347
kitchen itensils,2,98,14718,1253,100,8348
clothes,4,28,26823,1836,73,8349
clothes,1,81,1351,180,3,8350
kitchen itensils,2,25,23410,1254,188,8351
other,3,2,29551,1158,115,8352
clothes,3,84,6199,1874,187,8353
clothes,2,14,30570,704,126,8354
clothes,4,49,15758,808,24,8355
other,2,77,21805,1373,151,8356
other,4,20,26209,461,78,8357
clothes,2,96,16415,615,73,8358
furniture,4,40,24930,1939,135,8359
clothes,4,35,12618,807,48,8360
other,3,60,13755,1194,191,8361
kids,2,6,28798,1682,100,8362
other,1,62,21961,1396,139,8363
clothes,3,1,1034,38,2,8364
other,4,5,29876,504,20,8365
kids,2,63,24496,1515,151,8366
clothes,2,68,17816,1451,130,8367
kids,1,13,15714,105,1,8368
kitchen itensils,3,23,25574,1239,86,8369
furniture,4,82,11722,1146,171,8370
furniture,2,75,24762,333,33,8371
kids,2,95,1675,698,76,8372
clothes,2,41,26704,0,0,8373
other,1,51,7524,967,145,8374
other,2,22,29152,1366,95,8375
clothes,4,74,21327,1919,364,8376
kitchen itensils,2,7,16712,708,7,8377
other,3,25,20839,368,47,8378
other,1,60,15390,1803,252,8379
kitchen itensils,4,65,25634,1081,86,8380
other,2,46,13457,370,59,8381
kids,3,80,14139,1537,276,8382
clothes,3,28,10690,995,59,8383
kitchen itensils,1,66,28665,1757,0,8384
clothes,3,19,22937,850,102,8385
kids,1,30,15826,871,148,8386
other,3,26,15989,245,44,8387
furniture,2,49,10074,1525,152,8388
kids,2,19,4186,970,145,8389
furniture,3,17,8796,1206,229,8390
furniture,1,5,8201,1490,178,8391
kitchen itensils,4,84,24089,1443,216,8392
kids,2,53,7601,828,157,8393
kids,4,52,6353,88,7,8394
furniture,2,36,31377,223,31,8395
other,3,10,25725,1304,39,8396
kitchen itensils,3,52,17551,1671,233,8397
other,1,1,2690,609,6,8398
clothes,3,43,24927,830,124,8399
kitchen itensils,2,8,25891,152,28,8400
furniture,2,90,10616,1338,0,8401
other,1,80,17338,822,41,8402
clothes,4,7,729,1497,14,8403
kitchen itensils,3,86,24700,1522,152,8404
clothes,2,8,12392,490,39,8405
other,3,13,22127,1391,41,8406
clothes,3,73,20258,613,116,8407
furniture,2,9,8611,1182,106,8408
kitchen itensils,2,9,6448,753,60,8409
kids,3,7,19188,1405,56,8410
other,2,96,13586,1378,261,8411
clothes,2,5,12082,1528,76,8412
furniture,3,85,7460,1593,15,8413
clothes,3,82,10866,1923,326,8414
furniture,4,79,31045,939,75,8415
furniture,2,96,13596,632,44,8416
kids,4,85,31171,665,59,8417
kids,2,58,12473,905,72,8418
other,1,6,31552,439,83,8419
clothes,2,19,10350,1251,87,8420
kitchen itensils,4,31,18326,931,74,8421
kitchen itensils,4,35,15962,1505,225,8422
furniture,4,40,23217,1271,0,8423
clothes,1,94,7713,1184,106,8424
kitchen itensils,3,63,31098,886,26,8425
kitchen itensils,4,51,1012,1948,214,8426
kids,2,41,6530,287,20,8427
clothes,3,20,16401,353,17,8428
kids,3,96,1340,1885,188,8429
kids,1,47,9570,352,10,8430
kitchen itensils,3,66,5500,1320,105,8431
other,4,84,7264,662,86,8432
furniture,2,98,31208,228,29,8433
furniture,4,57,21237,1755,193,8434
other,1,51,7410,352,21,8435
furniture,2,75,12788,1896,246,8436
other,1,96,13562,62,3,8437
kitchen itensils,3,83,29022,444,8,8438
furniture,3,98,31187,87,16,8439
clothes,3,35,1147,294,29,8440
kitchen itensils,4,27,20312,220,30,8441
furniture,1,43,4069,1989,358,8442
furniture,2,43,11283,162,11,8443
kids,3,24,7661,323,41,8444
furniture,1,19,18766,859,8,8445
kitchen itensils,4,30,21295,1153,34,8446
clothes,4,0,31036,1400,98,8447
clothes,1,94,30611,204,16,8448
kids,2,65,31430,1956,0,8449
other,3,21,22189,15,1,8450
clothes,2,79,3069,1435,43,8451
kitchen itensils,4,51,29291,1900,190,8452
other,2,2,2201,549,5,8453
kitchen itensils,3,39,20446,587,0,8454
kitchen itensils,3,32,9988,329,16,8455
kids,4,93,11352,1740,139,8456
furniture,4,59,809,411,41,8457
clothes,3,58,5728,979,88,8458
other,1,41,5641,1340,227,8459
kids,4,59,20685,1464,131,8460
kids,3,43,29167,227,31,8461
furniture,4,23,18098,1466,14,8462
clothes,3,15,5607,1834,238,8463
other,1,73,14626,1493,283,8464
clothes,1,77,31280,1346,0,8465
clothes,1,35,25503,1952,156,8466
clothes,4,94,16666,1443,14,8467
furniture,1,80,21043,431,0,8468
clothes,4,86,26751,596,11,8469
kitchen itensils,3,13,11632,1547,46,8470
kitchen itensils,2,32,22345,1748,314,8471
furniture,2,21,11089,456,77,8472
other,3,69,25292,1556,233,8473
other,1,6,5561,719,93,8474
clothes,3,61,11381,1418,155,8475
kids,1,17,11518,1143,102,8476
kids,4,75,954,1438,244,8477
kids,3,87,249,934,46,8478
other,2,98,2896,1988,119,8479
clothes,1,7,18642,1094,21,8480
clothes,1,8,31151,393,3,8481
other,3,16,30402,322,22,8482
furniture,3,0,31066,1482,251,8483
furniture,2,25,22889,0,0,8484
other,3,64,28025,642,109,8485
kitchen itensils,1,5,19383,522,78,8486
kids,2,16,7061,427,76,8487
furniture,2,92,8968,1422,99,8488
kids,4,80,26904,1053,115,8489
kids,3,14,17744,868,86,8490
clothes,4,46,13358,1563,265,8491
furniture,1,41,888,1418,155,8492
kids,3,53,4747,49,0,8493
kids,2,5,5798,1040,197,8494
clothes,3,41,6906,1501,255,8495
other,3,14,22865,935,28,8496
furniture,3,19,9865,1384,235,8497
kids,1,93,1836,326,55,8498
kitchen itensils,3,91,31980,729,65,8499
other,3,77,29994,808,48,8500
clothes,4,95,25670,1976,256,8501
clothes,4,34,26587,1330,159,8502
other,2,56,3619,1477,251,8503
other,1,94,19875,383,7,8504
other,1,54,8272,761,121,8505
kitchen itensils,1,55,5969,830,141,8506
clothes,4,81,457,69,8,8507
clothes,3,74,9512,1327,159,8508
furniture,1,19,23919,1705,85,8509
kitchen itensils,2,76,21154,1031,72,8510
other,2,4,23439,1720,223,8511
furniture,4,84,24774,1971,98,8512
other,3,78,13812,1116,55,8513
kitchen itensils,1,34,16240,1730,173,8514
clothes,1,77,27247,511,81,8515
other,3,27,15989,1581,110,8516
other,4,76,2107,773,0,8517
clothes,2,43,19878,47,4,8518
clothes,2,95,2165,1908,133,8519
clothes,2,24,5835,901,72,8520
kitchen itensils,1,71,17008,1527,198,8521
clothes,4,18,19846,484,14,8522
furniture,1,57,26890,1609,80,8523
kitchen itensils,3,19,27037,350,49,8524
kids,1,34,29665,35,0,8525
kitchen itensils,1,10,30441,1403,266,8526
other,1,24,7809,930,55,8527
clothes,2,38,11969,1578,173,8528
kitchen itensils,1,93,6611,391,74,8529
other,3,92,15955,1322,237,8530
other,3,54,29039,1200,12,8531
other,1,30,30949,1324,52,8532
kids,1,94,10639,296,41,8533
furniture,4,89,13524,1981,297,8534
kids,3,55,15883,1445,202,8535
other,3,67,29178,239,33,8536
kids,4,22,11732,1432,257,8537
kitchen itensils,4,77,14543,1145,57,8538
clothes,4,52,20040,1057,31,8539
clothes,1,29,11359,452,31,8540
clothes,4,97,26621,1326,66,8541
other,3,0,31152,1950,19,8542
kids,1,21,21655,525,36,8543
clothes,3,2,5147,1484,281,8544
kids,1,6,7779,185,25,8545
kitchen itensils,1,99,361,1436,172,8546
clothes,1,71,19808,1707,85,8547
kids,4,62,20859,641,44,8548
furniture,2,99,12706,1818,72,8549
furniture,1,31,9774,844,84,8550
furniture,4,92,10038,304,45,8551
kitchen itensils,3,68,4476,1595,31,8552
kitchen itensils,4,23,14311,67,12,8553
other,4,63,21388,35,5,8554
kitchen itensils,3,25,153,1394,0,8555
furniture,4,75,16355,1328,53,8556
other,4,65,31589,755,30,8557
kids,4,2,29447,1089,10,8558
clothes,3,0,294,438,65,8559
kids,2,26,15720,1748,262,8560
kitchen itensils,3,84,28776,1105,209,8561
kids,2,3,4323,246,31,8562
kitchen itensils,1,21,22561,393,70,8563
clothes,1,58,5364,73,9,8564
other,1,68,14146,1610,241,8565
kids,4,17,347,194,19,8566
other,4,8,22874,1032,154,8567
kids,3,69,16051,1503,225,8568
other,4,88,2259,1996,279,8569
other,4,85,5083,994,39,8570
kitchen itensils,3,28,2128,764,22,8571
kitchen itensils,4,6,1411,1670,116,8572
furniture,1,95,1552,234,16,8573
kids,4,20,11934,219,13,8574
kitchen itensils,4,68,17661,1883,338,8575
clothes,3,74,9134,1847,73,8576
furniture,1,54,1235,418,66,8577
other,4,89,13750,364,18,8578
clothes,1,62,15642,387,38,8579
furniture,4,74,16503,829,116,8580
kids,1,37,14733,1585,31,8581
clothes,4,6,9752,761,38,8582
other,4,63,28733,508,20,8583
furniture,1,25,11857,1127,33,8584
other,4,38,30071,1997,99,8585
furniture,2,3,5544,1195,23,8586
kitchen itensils,1,98,17811,1757,175,8587
kitchen itensils,3,67,24610,181,5,8588
clothes,3,92,3367,1292,155,8589
kitchen itensils,4,15,18411,1037,165,8590
clothes,3,95,3583,1569,31,8591
kitchen itensils,1,82,4990,192,26,8592
kids,4,72,19533,636,108,8593
furniture,2,10,12250,347,45,8594
other,4,9,18263,681,68,8595
kitchen itensils,3,80,8280,1793,161,8596
other,2,43,31099,1823,164,8597
clothes,1,23,197,1394,223,8598
clothes,2,84,27636,1007,130,8599
other,4,4,21995,225,33,8600
furniture,4,3,18687,1664,49,8601
furniture,4,55,16306,579,81,8602
kids,2,39,30426,4,0,8603
kids,3,43,4853,596,113,8604
kids,2,26,24874,1164,46,8605
furniture,1,26,29829,922,18,8606
kids,1,25,7214,939,9,8607
kitchen itensils,1,24,21237,940,178,8608
kids,2,92,2746,1046,83,8609
other,4,18,14553,1129,191,8610
clothes,1,73,10566,1417,170,8611
kitchen itensils,2,66,17227,1319,158,8612
clothes,1,44,5868,1468,146,8613
other,4,94,7572,1130,135,8614
furniture,1,39,16909,1790,286,8615
kitchen itensils,4,66,17593,288,14,8616
other,2,78,25790,56,10,8617
other,4,26,16752,974,87,8618
kitchen itensils,1,27,23656,1239,123,8619
clothes,4,50,22605,1582,31,8620
furniture,1,69,10354,892,71,8621
kitchen itensils,4,16,18059,1150,149,8622
kitchen itensils,1,15,206,1418,28,8623
kids,4,23,28008,397,63,8624
kids,4,3,28190,1189,202,8625
kitchen itensils,2,32,10940,1875,37,8626
other,3,68,897,1686,151,8627
furniture,1,86,14175,172,13,8628
other,2,50,23704,1703,170,8629
clothes,1,39,25306,39,3,8630
other,2,76,12433,84,4,8631
kids,4,21,7599,1120,67,8632
furniture,3,14,8021,104,16,8633
clothes,4,83,29232,1176,117,8634
kids,2,75,24550,779,148,8635
kitchen itensils,2,55,3251,551,93,8636
furniture,4,35,13143,1761,316,8637
kids,4,76,17742,673,107,8638
furniture,3,57,2706,1887,56,8639
kids,2,31,9537,1246,112,8640
furniture,4,60,2553,73,10,8641
other,1,73,19174,349,66,8642
furniture,1,33,26179,1036,82,8643
other,4,66,22745,1715,188,8644
kitchen itensils,4,69,20028,935,121,8645
clothes,3,52,15698,1654,314,8646
kitchen itensils,1,97,1978,1477,192,8647
other,4,43,22957,1588,47,8648
kitchen itensils,2,17,8856,1746,139,8649
clothes,1,54,19033,1777,88,8650
other,1,72,8467,1700,306,8651
furniture,1,3,18140,1466,102,8652
kids,3,96,5447,1089,43,8653
furniture,1,98,22426,624,43,8654
kitchen itensils,3,14,15036,92,11,8655
clothes,3,23,29265,817,57,8656
other,3,81,29888,191,34,8657
kids,3,35,9766,781,46,8658
clothes,2,78,19464,645,83,8659
other,1,17,18360,59,0,8660
other,4,97,16882,1202,144,8661
furniture,2,91,10996,1362,204,8662
furniture,2,37,13533,981,29,8663
kids,3,84,7830,1082,0,8664
kids,4,33,12832,403,64,8665
kids,2,62,6316,1025,153,8666
clothes,2,5,22377,1953,351,8667
furniture,2,7,14989,1789,232,8668
kids,4,47,2929,1632,179,8669
furniture,3,16,20224,1727,328,8670
kitchen itensils,1,49,10806,1581,94,8671
furniture,3,78,23413,1211,181,8672
kids,2,83,13348,1553,93,8673
clothes,1,86,18050,0,0,8674
kitchen itensils,1,72,7879,306,15,8675
kids,4,6,31753,434,30,8676
kids,4,57,20178,405,56,8677
kids,4,64,24853,1317,210,8678
other,4,82,22072,1665,16,8679
furniture,3,50,17773,1081,172,8680
clothes,2,33,1528,719,57,8681
kitchen itensils,2,63,1896,596,23,8682
kids,2,83,16234,299,2,8683
furniture,1,96,21153,905,54,8684
kitchen itensils,2,33,18315,1532,30,8685
furniture,1,1,9068,1709,273,8686
clothes,2,31,18918,299,5,8687
kitchen itensils,1,50,18033,474,47,8688
other,3,84,12491,310,24,8689
kids,3,76,19945,108,11,8690
other,1,26,30900,1506,165,8691
clothes,3,25,4562,1750,105,8692
furniture,3,86,12320,1513,45,8693
kitchen itensils,1,89,18863,510,76,8694
furniture,2,94,5379,1947,77,8695
kids,1,64,3443,1919,76,8696
kitchen itensils,4,76,1163,1582,189,8697
furniture,2,32,25864,1194,155,8698
kitchen itensils,3,88,27095,1184,177,8699
kids,2,63,30407,969,96,8700
kitchen itensils,2,46,24163,1964,98,8701
clothes,2,57,10401,831,116,8702
clothes,2,77,7776,443,57,8703
other,3,89,5569,43,5,8704
kitchen itensils,3,0,2256,617,30,8705
furniture,1,55,9230,1844,350,8706
furniture,4,39,17222,1748,104,8707
kitchen itensils,2,47,16962,656,19,8708
furniture,3,49,3964,1463,58,8709
clothes,2,87,25792,1921,230,8710
clothes,2,60,16382,1881,112,8711
furniture,4,7,489,1168,128,8712
kitchen itensils,2,20,2408,1031,123,8713
kids,2,59,22557,591,53,8714
furniture,1,81,3571,1572,220,8715
furniture,3,6,22778,662,0,8716
kitchen itensils,4,90,11756,1754,192,8717
furniture,3,8,4425,1785,107,8718
kitchen itensils,2,49,18043,572,51,8719
furniture,4,60,27072,1605,192,8720
kids,1,82,28287,65,9,8721
kids,2,34,4960,215,38,8722
furniture,4,59,25505,1343,134,8723
kids,1,47,18606,1964,235,8724
kids,1,95,21762,692,55,8725
other,4,81,18284,1778,124,8726
clothes,3,66,20442,695,41,8727
kitchen itensils,1,32,24314,2,0,8728
kitchen itensils,2,0,19374,1564,78,8729
clothes,4,73,10580,173,22,8730
furniture,3,53,22598,846,135,8731
clothes,3,9,3196,1553,264,8732
furniture,2,58,16880,461,9,8733
kids,2,43,29346,423,80,8734
kids,4,0,26491,136,23,8735
furniture,4,53,14168,1593,143,8736
